id,Company,Nombre_Producto,Tipo_Portatil,S.O,Marca_Procesador,Modelo_Procesador,Velocidad_Procesador_GHz,Ram_GB,Total_Almacenamiento,Marca_GPU,Modelo_GPU,Tipo_GPU,Categoria_Peso,Pantalla,Touchscreen,Inches,Touchscreen,Price_euros
703,hp,otro,notebook,windows 10,intel,core i5,1.6,6,1024.0,amd,520,radeon,medio,fhd,no,15.6,no,619.0
568,dell,latitude,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,otro,graphics,ligero,fhd,yes,12.5,yes,1472.2
563,lenovo,thinkpad,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,14.0,no,1499.0
591,lenovo,yoga,convertible,windows 10,intel,core i5,2.5,8,1024.0,amd,r7 m460,radeon,medio,fhd,yes,15.6,yes,959.0
921,dell,inspiron,notebook,windows 10,intel,core i7,1.8,8,4608.0,amd,530,radeon,medio,fhd,no,15.6,no,985.0
481,asus,otro,gaming,linux,intel,core i7,2.8,12,2048.0,nvidia,gtx 1050 ti,geforce,pesado,fhd,no,17.3,no,949.0
1140,toshiba,tecra,notebook,windows 10,intel,core i5,2.5,8,1000.0,intel,620,graphics,medio,fhd,no,15.6,no,1064.0
249,dell,precision,workstation,windows 10,intel,core i7,2.8,8,1024.0,nvidia,m1200,quadro,medio,fhd,no,15.6,no,2408.0
510,acer,swift,ultrabook,windows 10,intel,core i7,1.8,8,1024.0,intel,620,uhd graphics,medio,fhd,no,14.0,no,884.0
455,dell,inspiron,notebook,windows 10,intel,core i3,2.4,8,2048.0,intel,620,graphics,medio,wxga,yes,15.6,yes,469.01
767,toshiba,portege,ultrabook,windows 10,intel,core i7,2.7,8,2048.0,intel,620,graphics,ligero,fhd,yes,12.5,yes,1790.0
225,lenovo,otro,notebook,windows 10,intel,core i3,2.0,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,429.0
963,dell,latitude,notebook,windows 10,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,wxga,no,13.3,no,849.0
208,lenovo,yoga,convertible,windows 10,intel,core i7,2.5,4,512.0,intel,520,graphics,medio,fhd,yes,14.0,yes,638.0
150,asus,vivobook,notebook,windows 10,intel,core i5,2.5,4,1024.0,intel,620,graphics,medio,wxga,no,15.6,no,586.19
850,hp,probook,notebook,windows 10,intel,core i3,2.0,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,689.0
196,lenovo,yoga,convertible,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1034.0
1031,hp,probook,notebook,windows 10,intel,core i3,2.4,4,1000.0,intel,620,graphics,medio,fhd,no,15.6,no,685.0
597,msi,gs40,gaming,windows 10,intel,core i7,2.6,16,3072.0,nvidia,gtx 970m,geforce,medio,fhd,no,14.0,no,1769.0
105,hp,probook,notebook,windows 10,intel,core i5,2.5,8,2048.0,nvidia,930mx,geforce,medio,wxga,no,15.6,no,846.5
646,lenovo,ideapad,notebook,windows 10,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,fhd,no,15.6,no,409.0
843,asus,otro,notebook,linux,intel,pentium quad core,1.1,4,2048.0,intel,505,graphics,medio,wxga,no,15.6,no,398.99
303,dell,inspiron,convertible,windows 10,intel,core i7,1.8,8,1024.0,intel,620,uhd graphics,medio,fhd,yes,13.3,yes,869.01
1,dell,latitude,notebook,windows 10,intel,core i3,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,481.98
815,dell,inspiron,notebook,windows 10,intel,core i3,2.4,6,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,459.0
444,asus,zenbook,convertible,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,928.0
1149,lenovo,thinkpad,notebook,windows 10,intel,core i3,2.4,8,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,949.0
678,hp,envy,notebook,windows 10,intel,core i7,1.8,16,2048.0,nvidia,mx150,geforce,pesado,fhd,no,17.3,no,1059.0
271,lenovo,ideapad,notebook,windows 10,intel,core i7,2.5,16,3072.0,amd,r7 m360,radeon,medio,fhd,no,15.6,no,1099.0
607,msi,gs63vr,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1060,geforce,medio,fhd,no,15.6,no,2094.48
731,dell,xps,notebook,windows 10,intel,core i7,2.8,16,2048.0,nvidia,gtx 1050,geforce,medio,4k,yes,15.6,yes,2397.0
642,asus,otro,gaming,windows 10,intel,core i7,2.8,8,2048.0,nvidia,gtx 1050,geforce,pesado,fhd,no,17.3,no,1187.0
121,dell,inspiron,gaming,windows 10,intel,core i5,2.5,8,1024.0,nvidia,gtx 1060,geforce,pesado,fhd,no,15.6,no,1195.0
499,asus,otro,gaming,windows 10,intel,core i5,2.5,8,2560.0,nvidia,gtx 1050,geforce,pesado,fhd,no,17.3,no,938.0
997,asus,otro,notebook,windows 10,intel,core i7,2.5,4,1000.0,nvidia,920m,geforce,medio,wxga,no,15.6,no,720.32
1270,dell,inspiron,gaming,windows 10,intel,core i5,2.5,8,2048.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,819.0
1301,dell,latitude,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,955.0
344,dell,inspiron,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1050 ti,geforce,pesado,4k,no,15.6,no,1498.0
748,dell,xps,notebook,windows 10,intel,core i7,2.8,16,4096.0,nvidia,gtx 1050,geforce,medio,4k,yes,15.6,yes,2399.0
786,hp,otro,notebook,windows 10,intel,core i3,2.0,8,1024.0,intel,520,graphics,medio,ips,no,17.3,no,639.9
163,lenovo,legion,gaming,windows 10,intel,core i5,2.5,8,2048.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,819.0
187,asus,pro,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,749.0
550,dell,vostro,notebook,windows 10,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,490.0
696,hp,255,notebook,windows 10,amd,a6-series,2.5,4,1024.0,amd,r4 graphics,radeon,medio,wxga,no,15.6,no,369.0
1294,hp,250,notebook,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,wxga,no,15.6,no,485.0
1113,asus,zenbook,ultrabook,windows 10,intel,core i7,2.8,16,2048.0,nvidia,gtx 1050 ti,geforce,medio,fhd,no,15.6,no,1983.0
1186,hp,chromebook,convertible,chrome os,intel,celeron dual core,1.1,4,32.0,intel,500,graphics,ligero,wxga,yes,11.6,yes,615.0
174,dell,latitude,notebook,windows 10,intel,core i5,2.6,16,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,1426.66
1195,hp,spectre,convertible,windows 10,intel,core i5,2.4,8,1024.0,intel,520,graphics,ligero,fhd,yes,13.3,yes,1629.0
576,acer,aspire,notebook,windows 10,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,410.8
57,hp,250,notebook,windows 10,intel,pentium quad core,1.6,4,1024.0,intel,405,graphics,medio,fhd,no,15.6,no,398.99
569,toshiba,portege,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,wxga,no,13.3,no,1210.0
10,asus,rog,gaming,windows 10,intel,core i7,2.6,16,4096.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1799.0
1038,dell,inspiron,notebook,linux,intel,core i7,1.8,8,2560.0,amd,530,radeon,pesado,fhd,no,17.3,no,1099.0
699,lenovo,ideapad,notebook,windows 10,intel,celeron dual core,1.1,4,1000.0,intel,500,graphics,medio,wxga,no,14.0,no,299.0
458,hp,elitebook,notebook,windows 10,intel,core i5,2.4,4,1024.0,intel,520,graphics,ligero,wxga,no,14.0,no,1099.99
244,msi,gl72m,gaming,windows 10,intel,core i7,2.8,8,3072.0,nvidia,gtx 1050 ti,geforce,pesado,fhd,no,17.3,no,1199.0
738,hp,stream,netbook,windows 10,intel,celeron dual core,1.6,2,32.0,intel,400,graphics,ligero,wxga,no,11.6,no,209.0
37,dell,inspiron,notebook,windows 10,intel,core i3,2.4,6,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,459.0
732,hp,otro,notebook,windows 10,intel,core i7,2.7,6,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,579.0
1173,lenovo,thinkpad,notebook,windows 10,intel,core i5,1.6,8,1024.0,amd,rx 550,radeon,medio,fhd,no,14.0,no,1116.02
113,hp,probook,notebook,windows 10,intel,core i7,2.7,8,1024.0,nvidia,930mx,geforce,pesado,fhd,no,17.3,no,1200.0
1146,dell,inspiron,notebook,windows 10,intel,core i7,1.8,8,5120.0,amd,530,radeon,medio,fhd,no,15.6,no,1142.4
1100,acer,aspire,notebook,windows 10,intel,core i5,2.5,8,3072.0,nvidia,gtx 950m,geforce,medio,fhd,no,15.6,no,799.0
407,lenovo,ideapad,notebook,no os,intel,core i7,2.7,8,2048.0,amd,r7 m460,radeon,medio,fhd,no,14.0,no,799.0
1256,hp,noteb,notebook,windows 10,intel,core i7,2.7,8,2048.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,979.0
269,dell,vostro,notebook,windows 7,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,737.0
404,acer,aspire,notebook,linux,intel,celeron dual core,1.6,4,1000.0,intel,400,graphics,medio,wxga,no,15.6,no,289.0
897,lenovo,thinkpad,notebook,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,medio,fhd,no,14.0,no,1049.0
436,hp,probook,workstation,windows 10,intel,core i7,2.9,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,1534.0
717,asus,vivobook,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,977.0
595,dell,inspiron,notebook,linux,intel,pentium quad core,1.6,4,1000.0,intel,otro,graphics,medio,wxga,no,15.6,no,324.0
276,asus,zenbook,ultrabook,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,ligero,fhd,no,13.3,no,1280.0
812,google,otro,ultrabook,chrome os,intel,core i7,1.3,16,2048.0,intel,615,graphics,ligero,ips,yes,12.3,yes,2199.0
497,dell,inspiron,notebook,linux,intel,celeron dual core,1.6,4,1000.0,intel,otro,graphics,medio,wxga,no,15.6,no,274.9
85,dell,inspiron,notebook,linux,intel,core i5,1.6,8,2560.0,amd,530,radeon,pesado,fhd,no,17.3,no,889.0
557,hp,probook,notebook,windows 10,intel,core i5,1.6,8,2560.0,nvidia,930mx,geforce,medio,fhd,no,17.3,no,977.0
757,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,1024.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,1011.99
564,dell,inspiron,notebook,windows 10,intel,core i5,2.5,8,1024.0,amd,r7 m445,radeon,medio,fhd,no,15.6,no,889.0
895,acer,aspire,notebook,windows 10,intel,core i5,2.5,4,2048.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,616.0
365,hp,elitebook,ultrabook,windows 10,intel,core i5,2.5,4,1024.0,intel,620,graphics,ligero,wxga,no,12.5,no,1559.0
769,lenovo,thinkpad,notebook,windows 7,intel,core i5,2.3,8,720.0,intel,520,graphics,medio,fhd,no,14.0,no,1199.0
324,acer,spin,convertible,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,medio,fhd,yes,13.3,yes,847.0
844,samsung,notebook,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,1499.0
924,dell,inspiron,notebook,windows 10,intel,core i7,1.8,8,1024.0,amd,530,radeon,medio,fhd,no,15.6,no,919.0
221,msi,ge72mvr,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,17.3,no,2029.0
348,dell,xps,ultrabook,windows 10,intel,core i7,1.8,8,1024.0,intel,620,uhd graphics,ligero,4k,yes,13.3,yes,1949.0
229,acer,aspire,notebook,windows 10,amd,a9-series,3.0,6,2048.0,amd,r5,radeon,medio,wxga,no,15.6,no,409.0
168,dell,vostro,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,795.0
74,apple,macbook,ultrabook,macos,intel,core i7,2.7,16,2048.0,amd,pro 455,radeon,medio,ips,no,15.4,no,2537.45
405,lenovo,legion,gaming,windows 10,intel,core i7,2.8,16,2048.0,nvidia,gtx 1050 ti,geforce,medio,fhd,no,15.6,no,1199.0
760,lenovo,otro,notebook,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,medio,fhd,no,15.6,no,739.0
941,hp,spectre,convertible,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,ligero,4k,yes,13.3,yes,1499.0
868,dell,alienware,gaming,windows 10,intel,core i7,2.9,16,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,15.6,no,2813.75
65,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,4,2048.0,nvidia,920m,geforce,medio,fhd,no,15.6,no,609.0
314,msi,ge62,gaming,windows 10,intel,core i7,2.6,8,2560.0,nvidia,gtx 960m,geforce,medio,fhd,no,15.6,no,1229.0
1034,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,4,1024.0,intel,620,graphics,medio,fhd,no,14.0,no,699.0
1114,dell,inspiron,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,1060.49
1175,lenovo,thinkpad,notebook,windows 10,intel,core i7,2.7,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,1729.0
321,lenovo,otro,notebook,windows 10,intel,core i5,2.3,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,493.0
467,hp,elitebook,notebook,windows 10,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,fhd,no,14.0,no,1000.0
1022,dell,xps,ultrabook,windows 10,intel,core i7,1.8,16,4096.0,intel,620,uhd graphics,ligero,4k,yes,13.3,yes,2499.0
629,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,6,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,579.0
433,lenovo,legion,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,1048.0
1169,lenovo,yoga,convertible,windows 10,intel,core i7,2.5,16,2048.0,intel,520,graphics,ligero,ips,yes,13.3,yes,1499.0
741,dell,xps,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,ips,yes,13.3,yes,1477.0
131,asus,otro,gaming,windows 10,amd,fx 9830,3.0,8,2048.0,amd,rx 560,radeon,medio,fhd,no,15.6,no,699.0
1035,asus,otro,notebook,windows 10,intel,celeron dual core,1.1,4,2048.0,intel,500,graphics,medio,fhd,no,15.6,no,344.0
1130,dell,latitude,notebook,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,wxga,no,15.6,no,825.0
787,asus,rog,gaming,windows 10,intel,core i7,2.8,8,3072.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1599.0
1092,asus,vivobook,notebook,windows 10,amd,e-series,1.8,4,1000.0,amd,r2 graphics,radeon,medio,wxga,no,15.6,no,349.0
1058,acer,aspire,notebook,windows 10,intel,core i5,2.5,12,2560.0,nvidia,gtx 950m,geforce,medio,fhd,no,15.6,no,1009.0
1132,hp,otro,notebook,windows 10,intel,core i7,2.5,6,2048.0,amd,r5 m330,radeon,medio,wxga,no,15.6,no,764.0
335,asus,rog,gaming,windows 10,intel,core i7,2.6,16,3072.0,nvidia,gtx 1070,geforce,medio,fhd,no,15.6,no,2325.0
847,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,4,2048.0,nvidia,920mx,geforce,pesado,ips,no,17.3,no,589.0
999,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,2.7,8,2048.0,intel,620,graphics,ligero,qhd,no,14.0,no,2282.0
1275,acer,travelmate,notebook,windows 10,intel,core i5,2.3,4,512.0,intel,520,graphics,medio,wxga,no,13.3,no,655.0
1079,microsoft,surface,ultrabook,windows 10 s,intel,core m m3,2.2,4,512.0,intel,615,graphics,ligero,ips,yes,13.5,yes,989.0
3,hp,elitebook,convertible,windows 10,intel,core i5,2.5,4,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1700.0
107,lenovo,ideapad,notebook,windows 10,intel,pentium quad core,1.1,4,2048.0,intel,505,graphics,medio,wxga,no,15.6,no,309.0
119,lenovo,ideapad,notebook,windows 10,intel,core i3,2.3,8,2048.0,intel,520,graphics,medio,wxga,no,15.6,no,459.0
393,hp,pavilion,gaming,windows 10,intel,core i7,2.8,8,2048.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,899.0
1120,lenovo,ideapad,notebook,windows 10,intel,core i7,2.6,8,2048.0,nvidia,gtx 960m,geforce,pesado,fhd,no,15.6,no,899.0
58,dell,xps,ultrabook,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,ligero,fhd,no,13.3,no,1399.0
594,apple,macbook,ultrabook,macos,intel,core i5,2.9,8,2048.0,intel,graphics 550,iris,ligero,ips,no,13.3,no,1958.9
864,dell,vostro,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,836.0
11,lenovo,ideapad,notebook,windows 10,intel,celeron dual core,1.6,2,32.0,intel,400,graphics,ligero,wxga,no,14.0,no,249.0
274,hp,probook,notebook,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,wxga,no,14.0,no,779.0
442,dell,xps,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,1458.0
686,dell,inspiron,notebook,windows 10,intel,core i3,2.0,4,512.0,amd,r7 m440,radeon,medio,wxga,no,15.6,no,499.0
1243,dell,xps,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,1499.0
406,dell,vostro,notebook,windows 10,intel,core i3,2.4,4,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,586.6
30,hp,250,notebook,no os,intel,celeron dual core,1.6,4,1000.0,intel,400,graphics,medio,wxga,no,15.6,no,259.0
1039,acer,predator,gaming,windows 10,intel,core i7,2.6,16,2560.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1935.0
1144,asus,rog,gaming,windows 10,intel,core i7,2.7,32,2048.0,nvidia,gtx 1080,geforce,pesado,fhd,no,17.3,no,2799.0
429,xiaomi,mi,ultrabook,windows 10,intel,core i5,2.3,8,1024.0,nvidia,940mx,geforce,ligero,fhd,no,13.3,no,935.0
320,msi,gt80s,gaming,windows 10,intel,core i7,2.9,32,4096.0,nvidia,980 sli,gtx,pesado,fhd,no,18.4,no,2799.0
664,acer,chromebook,notebook,chrome os,intel,celeron dual core,1.5,2,64.0,intel,otro,graphics,medio,wxga,no,15.6,no,199.0
1008,lenovo,ideapad,notebook,windows 10,amd,a6-series,2.5,4,512.0,amd,r4,graphics,medio,fhd,no,15.6,no,399.0
698,hp,250,notebook,no os,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,476.99
340,dell,inspiron,gaming,windows 10,intel,core i5,2.5,8,1024.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,879.0
1244,hp,probook,notebook,windows 10,intel,core i5,1.6,4,1000.0,intel,620,uhd graphics,ligero,fhd,no,13.3,no,675.0
916,toshiba,tecra,ultrabook,windows 10,intel,core i7,2.6,16,2048.0,nvidia,930m,geforce,ligero,fhd,no,14.0,no,1764.0
387,hp,elitebook,convertible,windows 10,intel,core i7,2.8,16,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1975.0
101,dell,inspiron,notebook,windows 10,intel,core i3,2.4,6,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,459.0
177,lenovo,legion,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1050 ti,geforce,medio,fhd,no,15.6,no,1249.0
680,acer,aspire,notebook,windows 10,intel,core i7,2.7,8,1024.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,832.0
414,dell,xps,ultrabook,windows 10,intel,core i5,1.6,8,512.0,intel,620,uhd graphics,ligero,4k,yes,13.3,yes,1599.0
1019,acer,nitro,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,1260.0
390,lenovo,ideapad,notebook,no os,intel,core i5,2.5,8,4096.0,nvidia,940mx,geforce,medio,wxga,no,15.6,no,549.0
959,msi,gs73vr,gaming,windows 10,intel,core i7,2.8,16,5120.0,nvidia,gtx 1070,geforce,medio,fhd,no,17.3,no,2449.0
447,samsung,notebook,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,no,15.0,no,1699.0
1090,lenovo,thinkpad,notebook,windows 10,intel,core i3,2.0,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,565.0
216,lenovo,otro,notebook,windows 10,intel,core i5,2.5,8,2560.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,817.95
852,lenovo,ideapad,notebook,no os,intel,core i5,2.5,4,512.0,intel,620,graphics,medio,fhd,no,15.6,no,468.0
1141,dell,inspiron,gaming,windows 10,intel,core i7,2.8,8,2048.0,nvidia,gtx 1050ti,geforce,pesado,fhd,no,15.6,no,1199.0
952,dell,inspiron,ultrabook,windows 10,intel,core i5,1.6,8,2048.0,amd,530,radeon,medio,fhd,no,15.6,no,663.0
1284,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,fhd,no,14.0,no,785.0
450,asus,rog,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 980m,geforce,pesado,fhd,no,17.3,no,1799.0
691,hp,probook,notebook,windows 10,intel,core i5,2.5,8,1024.0,nvidia,930mx,geforce,medio,fhd,no,14.0,no,1049.26
830,hp,otro,notebook,windows 10,intel,core i5,2.5,6,4096.0,amd,520,radeon,pesado,fhd,no,17.3,no,699.0
832,toshiba,satellite,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,13.3,no,973.0
683,hp,probook,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,fhd,no,15.6,no,1165.0
1183,asus,otro,notebook,windows 10,intel,celeron dual core,1.1,4,2048.0,intel,500,graphics,medio,wxga,no,15.6,no,339.0
103,hp,probook,notebook,windows 7,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,fhd,no,14.0,no,1195.0
123,acer,swift,ultrabook,windows 10,intel,core i5,1.2,8,1024.0,intel,615,graphics,ligero,fhd,no,13.3,no,989.0
670,dell,inspiron,gaming,windows 10,intel,core i5,2.5,8,3072.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,949.0
56,mediacom,smartbook,notebook,windows 10,intel,celeron quad core,1.1,4,128.0,intel,500,graphics,ligero,fhd,no,13.3,no,369.0
1119,toshiba,tecra,notebook,windows 10,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,14.0,no,915.0
749,asus,vivobook,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,1350.0
604,hp,otro,notebook,windows 10,amd,a9-series,3.0,4,1024.0,amd,r5,radeon,medio,fhd,no,15.6,no,488.99
242,dell,inspiron,notebook,windows 10,intel,core i5,1.6,8,2560.0,amd,530,radeon,medio,fhd,no,15.6,no,719.0
284,lenovo,ideapad,ultrabook,windows 10,intel,core i7,2.7,6,1024.0,nvidia,920m,geforce,medio,fhd,no,15.6,no,831.0
988,hp,elitebook,ultrabook,windows 10,intel,core i5,2.3,4,1024.0,intel,520,graphics,ligero,wxga,no,12.5,no,1244.0
275,dell,xps,ultrabook,windows 10,intel,core i7,2.4,8,1024.0,intel,plus graphics 640,iris,ligero,fhd,no,13.3,no,1379.0
1012,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,1962.99
774,dell,inspiron,notebook,windows 10,intel,core i5,1.6,8,4096.0,amd,530,radeon,medio,fhd,no,15.6,no,759.0
588,dell,xps,ultrabook,windows 10,intel,core i7,1.8,8,1024.0,intel,620,uhd graphics,ligero,fhd,no,13.3,no,1649.0
1289,asus,otro,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx1050 ti,geforce,pesado,fhd,no,17.3,no,1504.0
790,toshiba,tecra,notebook,windows 10,intel,core i7,2.5,16,2048.0,nvidia,930m,geforce,medio,fhd,no,15.6,no,1403.0
13,acer,aspire,notebook,windows 10,intel,pentium quad core,1.1,4,1000.0,intel,505,graphics,medio,wxga,no,15.6,no,380.0
840,lenovo,yoga,convertible,windows 10,intel,core i7,2.8,16,2048.0,nvidia,gtx 1050,geforce,medio,4k,yes,15.6,yes,1899.0
995,dell,inspiron,notebook,windows 10,intel,core i5,2.5,8,4096.0,intel,620,graphics,medio,wxga,yes,15.6,yes,557.37
647,chuwi,lapbook,notebook,windows 10,intel,atom x5,1.44,4,64.0,intel,otro,graphics,medio,fhd,no,15.6,no,248.9
400,dell,inspiron,convertible,windows 10,intel,core i5,1.6,12,2048.0,nvidia,150mx,geforce,pesado,fhd,yes,17.3,yes,999.0
98,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,999.0
1292,msi,ge72vr,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1598.0
202,hp,zbook,workstation,windows 7,intel,xeon e3-1535m,2.9,16,1024.0,nvidia,m2000m,quadro,pesado,fhd,no,17.3,no,4389.0
198,razer,blade,ultrabook,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,ligero,4k,yes,12.5,yes,1029.0
1025,hp,omen,gaming,windows 10,intel,core i7,2.8,12,2048.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1799.0
1232,dell,latitude,notebook,windows 10,intel,core i5,2.8,8,1024.0,nvidia,930mx,geforce,medio,fhd,no,14.0,no,1179.0
368,apple,macbook,ultrabook,mac os x,intel,core i5,1.6,4,256.0,intel,6000,graphics,ligero,wxga,no,11.6,no,959.0
1107,lenovo,yoga,convertible,windows 10,intel,core i7,2.2,16,4096.0,intel,graphics 540,iris,ligero,ips,yes,13.3,yes,1799.0
1153,acer,aspire,notebook,windows 10,intel,core i3,2.7,4,1024.0,nvidia,mx130,geforce,pesado,fhd,no,17.3,no,702.0
859,chuwi,lapbook,notebook,windows 10,intel,atom x5,1.44,4,64.0,intel,otro,graphics,medio,fhd,no,15.6,no,244.99
190,dell,latitude,ultrabook,windows 7,intel,core i3,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,12.5,no,1135.15
773,hp,otro,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,wxga,no,15.6,no,579.0
876,asus,zenbook,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,ips,no,13.3,no,1129.0
118,dell,inspiron,gaming,windows 10,intel,core i7,2.8,16,2048.0,nvidia,gtx 1050 ti,geforce,pesado,4k,no,15.6,no,1679.0
246,dell,inspiron,notebook,windows 10,intel,core i5,2.5,8,2048.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,565.0
1069,hp,elitebook,notebook,windows 7,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,932.0
