id,laptop_ID,Company,Product,TypeName,Inches,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,SSD,HDD,Flash Storage,Hybrid,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB
328,613,Toshiba,Tecra Z50-C-144,Notebook,15.6,Intel HD Graphics 520,1399.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
1051,437,Samsung,Chromebook 3,Netbook,11.6,Intel HD Graphics 400,269.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,16 GB,0 GB,Ligero,1.6,Chrome OS,4
248,163,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,447.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.2,Windows 10,4
100,1003,Dell,Latitude 5480,Notebook,14.0,Intel HD Graphics 620 ,1119.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
575,1214,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M430,368.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,No OS,4
561,225,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,677.35,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Linux,8
814,1007,Lenovo,ThinkPad T560,Notebook,15.6,Intel HD Graphics 520,1349.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
1028,63,Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,Intel HD Graphics 620,599.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.7,No OS,8
453,1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,1189.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,8
68,619,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,443.9,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Linux,4
729,363,Dell,Inspiron 7577,Gaming,15.6,Nvidia GeForce GTX 1050,999.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Pesado,2.5,Windows 10,8
759,948,Toshiba,Tecra Z40-C-12X,Notebook,14.0,Intel HD Graphics 520,1105.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,4
359,751,Lenovo,Flex 5,2 in 1 Convertible,14.0,Intel HD Graphics 620,999.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
493,445,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,2382.0,QHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,24
692,13,Apple,MacBook Pro,Ultrabook,15.4,AMD Radeon Pro 555,2439.97,IPS,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,macOS,16
24,1174,MSI,GP72M 7REX,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,1492.8,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
856,208,Dell,Precision 7520,Workstation,15.6,Nvidia Quadro M1200,3055.0,4K,Intel,Xeon E3-1505M,256 GB,1 TB,0 GB,0 GB,Pesado,3.0,Windows 10,16
704,1310,Dell,Inspiron 3552,Notebook,15.6,Intel HD Graphics,379.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Windows 10,2
1171,1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 520,540.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
354,216,Asus,ROG GL703VD-GC028T,Gaming,17.3,Nvidia GeForce GTX 1050,1407.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
590,844,Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 1070,2774.63,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
413,640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Intel UHD Graphics 620,829.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,4
1157,99,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,485.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,Linux,4
0,972,Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 520,1268.0,IPS,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
626,672,MSI,GP72VR Leopard,Gaming,17.3,Nvidia GeForce GTX 1060,1486.77,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8
677,138,HP,Probook 440,Notebook,14.0,Intel UHD Graphics 620,988.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
637,73,Dell,Inspiron 5370,Ultrabook,13.3,AMD Radeon 530,955.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,8
1211,1069,HP,ProBook 650,Notebook,15.6,Intel HD Graphics 520,705.15,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
245,454,Dell,Precision 3520,Workstation,15.6,Nvidia Quadro M620,1993.0,FHD,Intel,Xeon E3-1505M,0 GB,1 TB,64 GB,0 GB,Medio,3.0,Windows 10,8
1094,1302,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,Intel HD Graphics 520,638.0,FHD,Intel,Core i7,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
388,494,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,1899.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
1280,249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel HD Graphics 620,1079.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
593,514,Acer,Aspire A515-51G-59QF,Notebook,15.6,Nvidia GeForce MX150,613.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,4
352,48,Asus,Rog Strix,Gaming,17.3,AMD Radeon RX 580,1299.0,FHD,AMD,Ryzen 1700,256 GB,1 TB,0 GB,0 GB,Pesado,3.0,Windows 10,8
955,14,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,498.9,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
713,404,Lenovo,ThinkPad L470,Notebook,14.0,Intel HD Graphics 620,938.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
379,348,HP,ProBook 450,Notebook,15.6,Nvidia GeForce 930MX ,716.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.4,Windows 10,8
16,589,HP,ProBook 430,Notebook,13.3,Intel HD Graphics 620,719.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Ligero,2.4,Windows 10,4
1005,1048,HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,1228.99,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
1053,450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel HD Graphics 505,349.0,FHD,Intel,Pentium Quad Core,128 GB,0 GB,0 GB,0 GB,Medio,1.1,Windows 10,4
669,807,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel HD Graphics 620,1349.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
402,1077,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,989.99,FHD,Intel,Core i7,0 GB,2 TB,0 GB,0 GB,Medio,2.7,Windows 10,16
849,1211,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 5300,1163.0,IPS,Intel,Core M 1,0 GB,0 GB,256 GB,0 GB,Ligero,1.1,Mac OS X,8
323,5,Apple,MacBook Pro,Ultrabook,13.3,Intel Iris Plus Graphics 650,1803.6,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,3.1,macOS,8
615,1103,HP,Chromebook 13,Notebook,13.3,Intel HD Graphics 515,615.0,IPS,Intel,Pentium Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.5,Chrome OS,4
389,580,Lenovo,Thinkpad E570,Notebook,15.6,Intel HD Graphics 620,830.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
1084,409,Lenovo,ThinkPad E580,Notebook,15.6,AMD Radeon RX 550,1144.5,FHD,Intel,Core i5,256 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,8
1261,317,MSI,GE63VR 7RF,Gaming,15.6,Nvidia GeForce GTX 1070,2099.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
562,863,Dell,Inspiron 5767,Notebook,17.3,AMD Radeon R7 M445,865.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Pesado,2.7,Linux,8
768,392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,Intel HD Graphics 620,549.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.4,Windows 10,4
164,349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel UHD Graphics 620,2099.0,4K,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,16
525,847,Lenovo,N42-20 Chromebook,Notebook,14.0,Intel HD Graphics 400,325.0,WXGA,Intel,Celeron Quad Core,0 GB,0 GB,16 GB,0 GB,Medio,1.6,Chrome OS,4
134,42,Dell,Inspiron 7577,Gaming,15.6,Nvidia GeForce GTX 1060,1499.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
743,541,Asus,ROG Strix,Gaming,15.6,Nvidia GeForce GTX 1060,1649.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
821,557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,499.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
836,937,Toshiba,Tecra Z50-C-140,Notebook,15.6,Nvidia GeForce 930M,1975.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.6,Windows 10,16
824,462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,Intel HD Graphics 405,479.0,WXGA,Intel,Pentium Quad Core,0 GB,500 GB,0 GB,0 GB,Ligero,1.6,Windows 10,4
464,987,Toshiba,Tecra A40-C-1DF,Notebook,14.0,Intel HD Graphics 520,1180.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
410,779,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,1181.27,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,16
1302,403,Lenovo,ThinkPad E580,Notebook,15.6,AMD Radeon RX 550,1229.56,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
129,892,HP,Pavilion x360,2 in 1 Convertible,15.6,Intel HD Graphics 620,684.8,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
700,1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,Intel HD Graphics 520,1669.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
127,743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,779.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,4
1228,304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,Nvidia GeForce 940MX,1468.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,16
203,195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Intel HD Graphics 500,260.0,FHD,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.1,Windows 10,4
262,334,HP,Elitebook 820,Ultrabook,12.5,Intel HD Graphics 620,1335.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
883,986,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,2800.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,32
976,793,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,2299.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,16
484,1207,Acer,Predator G9-793,Gaming,17.3,Nvidia GeForce GTX 1070,2599.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
148,440,Lenovo,Thinkpad T570,Workstation,15.6,Nvidia GeForce 940MX,2445.0,4K,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
893,707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,AMD Radeon 530,689.0,FHD,Intel,Core i7,0 GB,500 GB,0 GB,0 GB,Medio,2.7,Windows 10,4
798,86,Acer,Aspire 3,Notebook,15.6,AMD Radeon R5,395.0,WXGA,AMD,A9-Series,0 GB,1 TB,0 GB,0 GB,Medio,3.0,Windows 10,4
219,354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Intel HD Graphics 500,375.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Medio,1.1,Windows 10,4
969,218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,549.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,No OS,8
1046,467,Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,544.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,4
252,618,Dell,Inspiron 7559,Gaming,15.6,Nvidia GeForce GTX 960<U+039C>,879.01,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,16
796,692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1499.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,8
220,335,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,2639.0,4K,Intel,Core i7,1 TB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,32
882,126,HP,Probook 470,Notebook,17.3,Nvidia GeForce 930MX ,1271.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,16
1016,832,MSI,GL62M 7RD,Gaming,15.6,Nvidia GeForce GTX 1050,1199.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
403,377,Acer,Aspire 3,Notebook,15.6,AMD Radeon R5,426.0,WXGA,AMD,A9-Series,128 GB,0 GB,0 GB,0 GB,Medio,3.0,Windows 10,4
292,904,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,1799.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
571,1178,Lenovo,ThinkPad T460,Ultrabook,14.0,Intel HD Graphics 520,1499.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.6,Windows 7,8
360,266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,444.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,No OS,4
1026,215,Acer,Aspire 7,Notebook,15.6,Nvidia GeForce GTX 1050,779.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.8,Linux,8
141,777,Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,1599.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
1065,177,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,489.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,4
471,543,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,797.41,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
1017,988,Asus,Rog Strix,Gaming,17.3,Nvidia GeForce GTX 1060,2049.9,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
600,383,Dell,Inspiron 3552,Notebook,15.6,Intel HD Graphics 400,309.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Windows 10,4
1011,1233,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,Intel HD Graphics,174.0,WXGA,Intel,Celeron Dual Core,32 GB,0 GB,0 GB,0 GB,Ligero,1.5,Chrome OS,2
643,390,Asus,Zenbook Flip,Ultrabook,13.3,Intel HD Graphics 620,1748.9,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16
553,1108,Dell,Inspiron 5370,Ultrabook,13.3,AMD Radeon 530,818.35,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.6,Windows 10,4
1086,310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel HD Graphics 505,359.99,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Medio,1.1,No OS,4
1059,623,Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,569.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Linux,4
288,489,HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,726.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Ligero,1.6,Windows 10,4
230,1169,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,AMD Radeon R2 Graphics,297.0,WXGA,AMD,E-Series,0 GB,500 GB,0 GB,0 GB,Medio,1.8,Windows 10,4
611,1028,HP,Probook 430,Notebook,13.3,Intel HD Graphics 620,800.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Ligero,2.4,Windows 10,4
911,236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD Radeon R2,330.0,WXGA,AMD,E-Series,0 GB,500 GB,0 GB,0 GB,Medio,1.5,Windows 10,4
1212,607,HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 620,1219.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
1139,961,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Nvidia GeForce 920MX,685.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,No OS,8
1226,238,Dell,Vostro 5468,Notebook,14.0,Intel HD Graphics 620,859.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
418,1036,HP,Spectre 13-V100nv,Notebook,13.3,Intel HD Graphics 620,1149.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
162,805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,299.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Medio,1.1,Windows 10,4
49,436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,Intel HD Graphics 500,299.0,FHD,Intel,Celeron Dual Core,32 GB,0 GB,0 GB,0 GB,Ligero,1.1,Windows 10,4
980,217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel HD Graphics 520,349.0,FHD,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,No OS,4
970,1073,MSI,GT62VR 6RD,Gaming,15.6,Nvidia GeForce GTX 1060,1819.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,16
367,66,HP,250 G6,Notebook,15.6,Intel HD Graphics 620,690.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
239,12,HP,250 G6,Notebook,15.6,Intel HD Graphics 520,344.99,FHD,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,No OS,4
778,1167,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 520,2339.0,QHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
17,1138,Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,523.63,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Linux,4
784,1120,Dell,Latitude E5270,Ultrabook,12.5,Intel HD Graphics 520,1413.1,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 7,8
1121,160,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,1315.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.6,Windows 10,8
422,21,Asus,Vivobook E200HA,Netbook,11.6,Intel HD Graphics 400,191.9,WXGA,Intel,Atom x5,0 GB,0 GB,32 GB,0 GB,Ligero,1.44,Windows 10,2
1042,435,HP,Omen 17-w207nv,Gaming,17.3,Nvidia GeForce GTX 1070,1999.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,12
842,812,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,1749.0,4K,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
1260,829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 520,489.9,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
460,809,HP,ZBook 17,Workstation,15.6,Nvidia Quadro M2200,2064.9,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8
985,100,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Nvidia GeForce 920M,577.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.4,Windows 10,6
614,1196,MSI,GS60 Ghost,Gaming,15.6,Nvidia GeForce GTX 970M,2153.37,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.6,Windows 10,16
176,630,Fujitsu,LifeBook A557,Notebook,15.6,Intel HD Graphics 620,799.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
167,107,Microsoft,Surface Laptop,Ultrabook,13.5,Intel HD Graphics 620,1340.0,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10 S,8
78,575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel HD Graphics 505,344.0,FHD,Intel,Pentium Quad Core,0 GB,500 GB,0 GB,0 GB,Medio,1.1,Windows 10,4
1201,516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,1149.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,No OS,8
676,252,Asus,Rog G701VIK-BA060T,Gaming,17.3,Nvidia GeForce GTX 1080,2999.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.9,Windows 10,16
1131,367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Intel HD Graphics 620,945.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
1220,1236,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Nvidia GeForce GTX 960<U+039C>,1272.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,8
511,1314,HP,Stream 11-Y000na,Netbook,11.6,Intel HD Graphics 400,209.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.6,Windows 10,2
1050,1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Nvidia GeForce 920MX,569.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,6
574,16,Apple,MacBook Pro,Ultrabook,13.3,Intel Iris Plus Graphics 640,1518.55,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,macOS,8
1108,1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Nvidia GeForce GTX 980M,2299.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,16
331,993,Asus,Rog GL753VE-DS74,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,1749.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
380,768,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 620,599.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
94,835,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,1358.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
1091,831,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel HD Graphics 620,2499.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
533,673,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,498.0,WXGA,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.1,Windows 10,4
1093,47,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,369.0,WXGA,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.0,No OS,4
31,88,HP,Pavilion 15-CK000nv,Ultrabook,15.6,Nvidia GeForce GTX 940MX,699.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
522,96,Asus,Zenbook UX430UA,Ultrabook,14.0,Intel HD Graphics 620,1049.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
470,788,Asus,Vivobook Max,Notebook,15.6,Intel HD Graphics 505,581.9,FHD,Intel,Pentium Dual Core,128 GB,0 GB,0 GB,0 GB,Medio,1.1,Windows 10,8
950,240,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,899.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Linux,16
