id,laptop_ID,Company,Product,TypeName,Inches,Ram,Gpu,OpSys,Price_euros,Pantalla,Touchscreen,Marca_Procesador,Modelo_Procesador,Velocidad_Procesador,SSD,HDD,Flash Storage,Hybrid,Peso_KG
329,306,Asus,Rog GL702VS-GC095T,Gaming,17.3,16GB,Nvidia GeForce GTX 1070,Windows 10,2122.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.9
602,1184,Lenovo,ThinkPad T570,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,1390.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.95
878,502,Lenovo,Thinkpad X260,Ultrabook,12.5,8GB,Intel HD Graphics 520,Windows 10,1099.0,WXGA,No,Intel,Core i5,2.3GHz,180 GB,0 GB,0 GB,0 GB,1.3
70,570,Lenovo,Thinkpad P71,Notebook,17.3,8GB,Nvidia Quadro M620M,Windows 10,2999.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,3.4
770,87,Dell,Inspiron 7577,Gaming,15.6,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1349.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.65
965,1200,Dell,Vostro 5568,Notebook,15.6,8GB,Nvidia GeForce GT 940MX,Linux,895.01,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.98
570,698,Acer,Chromebook 14,Notebook,14.0,4GB,Intel HD Graphics 510,Chrome OS,375.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,32 GB,0 GB,1.45
282,1304,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2GB,Intel HD Graphics,Windows 10,229.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,64 GB,0 GB,1.5
7,234,HP,ZBook 15u,Notebook,15.6,8GB,AMD FirePro W4190M ,Windows 10,1269.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,1.9
120,148,Asus,ZenBook UX430UA,Ultrabook,14.0,8GB,Intel UHD Graphics 620,Windows 10,1099.0,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,1.25
189,90,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,16GB,Nvidia GeForce GTX 1060,Windows 10,1449.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.2
301,9,Asus,ZenBook UX430UN,Ultrabook,14.0,16GB,Nvidia GeForce MX150,Windows 10,1495.0,FHD,No,Intel,Core i7,1.8GHz,512 GB,0 GB,0 GB,0 GB,1.3
490,11,HP,250 G6,Notebook,15.6,4GB,Intel HD Graphics 620,No OS,393.9,WXGA,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,1.86
913,1299,Dell,Inspiron 3567,Notebook,15.6,8GB,AMD Radeon R5 M430,Linux,805.99,WXGA,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.3
296,682,HP,Pavilion X360,2 in 1 Convertible,14.0,4GB,Nvidia GeForce 940MX,Windows 10,699.0,FHD,Yes,Intel,Core i3,2.4GHz,128 GB,0 GB,0 GB,0 GB,1.63
1078,1262,HP,EliteBook 840,Notebook,14.0,4GB,Intel HD Graphics 520,Windows 7,1099.99,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.54
577,1126,Dell,Vostro 3559,Notebook,15.6,4GB,AMD Radeon R5 M315,Windows 7,769.15,WXGA,No,Intel,Core i5,2.3GHz,0 GB,500 GB,0 GB,0 GB,2.24
452,1129,Lenovo,Yoga Book,2 in 1 Convertible,10.1,4GB,Intel HD Graphics 400,Android,549.0,IPS,Yes,Intel,Atom x5,1.44GHz,0 GB,0 GB,64 GB,0 GB,0.69
841,1049,HP,EliteBook 820,Ultrabook,12.5,8GB,Intel HD Graphics 520,Windows 10,1349.0,FHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.26
356,431,Dell,Alienware 17,Gaming,17.3,16GB,Nvidia GeForce GTX 1070,Windows 10,2799.0,QHD,No,Intel,Core i7,2.9GHz,256 GB,1 TB,0 GB,0 GB,4.42
267,370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8GB,Nvidia GeForce 920MX ,No OS,499.0,WXGA,No,Intel,Core i3,2GHz,256 GB,0 GB,0 GB,0 GB,2.2
425,1113,HP,250 G5,Notebook,15.6,4GB,Intel HD Graphics 405,Windows 10,500.0,WXGA,No,Intel,Pentium Quad Core,1.6GHz,0 GB,1 TB,0 GB,0 GB,1.96
465,964,HP,ZBook Studio,Workstation,15.6,8GB,Nvidia Quadro M1000M,Windows 10,2249.0,FHD,No,Intel,Core i7,2.7GHz,8 GB,0 GB,0 GB,0 GB,2.0
755,174,Huawei,MateBook X,Ultrabook,13.0,8GB,Intel HD Graphics 620,Windows 10,1349.0,IPS,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.05
754,207,Lenovo,Legion Y720-15IKB,Gaming,15.6,16GB,Nvidia GeForce GTX 1060,Windows 10,1749.0,FHD,No,Intel,Core i7,2.8GHz,512 GB,1 TB,0 GB,0 GB,3.2
598,1023,HP,Probook 440,Notebook,14.0,4GB,Intel HD Graphics 620,Windows 10,684.0,WXGA,No,Intel,Core i3,2.4GHz,0 GB,500 GB,0 GB,0 GB,1.64
48,228,HP,ProBook 450,Notebook,15.6,8GB,Intel UHD Graphics 620,Windows 10,794.0,FHD,No,Intel,Core i5,1.6GHz,0 GB,1 TB,0 GB,0 GB,2.1
434,786,Acer,Swift 3,Notebook,14.0,4GB,Intel HD Graphics 620,Windows 10,636.0,FHD,No,Intel,Core i3,2.4GHz,128 GB,0 GB,0 GB,0 GB,1.8
328,613,Toshiba,Tecra Z50-C-144,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,1399.0,FHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.2
1051,437,Samsung,Chromebook 3,Netbook,11.6,4GB,Intel HD Graphics 400,Chrome OS,269.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,16 GB,0 GB,1.15
248,163,Toshiba,Satellite Pro,Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,447.0,WXGA,No,Intel,Core i3,2.2GHz,0 GB,500 GB,0 GB,0 GB,2.1
100,1003,Dell,Latitude 5480,Notebook,14.0,8GB,Intel HD Graphics 620 ,Windows 10,1119.0,FHD,No,Intel,Core i5,2.5GHz,128 GB,0 GB,0 GB,0 GB,1.6
575,1214,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4GB,AMD Radeon R5 M430,No OS,368.0,WXGA,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,1.9
561,225,Dell,Inspiron 3576,Notebook,15.6,8GB,AMD Radeon 520,Linux,677.35,FHD,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,2.2
814,1007,Lenovo,ThinkPad T560,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,1349.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,2.3
1028,63,Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,8GB,Intel HD Graphics 620,No OS,599.0,FHD,No,Intel,Core i3,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.7
453,1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,Nvidia GeForce GTX 1060,Windows 10,1189.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.5
68,619,Dell,Vostro 3568,Notebook,15.6,4GB,Intel HD Graphics 520,Linux,443.9,WXGA,No,Intel,Core i3,2.0GHz,0 GB,1 TB,0 GB,0 GB,2.18
729,363,Dell,Inspiron 7577,Gaming,15.6,8GB,Nvidia GeForce GTX 1050,Windows 10,999.0,FHD,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.65
759,948,Toshiba,Tecra Z40-C-12X,Notebook,14.0,4GB,Intel HD Graphics 520,Windows 10,1105.0,FHD,No,Intel,Core i5,2.3GHz,128 GB,0 GB,0 GB,0 GB,1.47
359,751,Lenovo,Flex 5,2 in 1 Convertible,14.0,8GB,Intel HD Graphics 620,Windows 10,999.0,FHD,Yes,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.7
493,445,Lenovo,ThinkPad T470s,Ultrabook,14.0,24GB,Intel HD Graphics 620,Windows 10,2382.0,QHD,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.32
692,13,Apple,MacBook Pro,Ultrabook,15.4,16GB,AMD Radeon Pro 555,macOS,2439.97,IPS,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,1.83
24,1174,MSI,GP72M 7REX,Gaming,17.3,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1492.8,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.7
856,208,Dell,Precision 7520,Workstation,15.6,16GB,Nvidia Quadro M1200,Windows 10,3055.0,4K,No,Intel,Xeon E3-1505M,3GHz,256 GB,1 TB,0 GB,0 GB,2.8
704,1310,Dell,Inspiron 3552,Notebook,15.6,2GB,Intel HD Graphics,Windows 10,379.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,500 GB,0 GB,0 GB,2.2
1171,1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,540.0,WXGA,No,Intel,Core i5,2.3GHz,0 GB,500 GB,0 GB,0 GB,2.1
354,216,Asus,ROG GL703VD-GC028T,Gaming,17.3,16GB,Nvidia GeForce GTX 1050,Windows 10,1407.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.9
590,844,Dell,Alienware 15,Gaming,15.6,16GB,Nvidia GeForce GTX 1070,Windows 10,2774.63,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,3.21
413,640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4GB,Intel UHD Graphics 620,Windows 10,829.0,FHD,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,1.8
1157,99,Dell,Inspiron 3567,Notebook,15.6,4GB,AMD Radeon R5 M430,Linux,485.0,FHD,No,Intel,Core i3,2GHz,256 GB,0 GB,0 GB,0 GB,2.2
0,972,Dell,XPS 13,Ultrabook,13.3,8GB,Intel HD Graphics 520,Windows 10,1268.0,IPS,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.3
626,672,MSI,GP72VR Leopard,Gaming,17.3,8GB,Nvidia GeForce GTX 1060,Windows 10,1486.77,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.7
677,138,HP,Probook 440,Notebook,14.0,8GB,Intel UHD Graphics 620,Windows 10,988.0,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,1.63
637,73,Dell,Inspiron 5370,Ultrabook,13.3,8GB,AMD Radeon 530,Windows 10,955.0,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,1.4
1211,1069,HP,ProBook 650,Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,705.15,WXGA,No,Intel,Core i3,2.3GHz,0 GB,500 GB,0 GB,0 GB,2.31
245,454,Dell,Precision 3520,Workstation,15.6,8GB,Nvidia Quadro M620,Windows 10,1993.0,FHD,No,Intel,Xeon E3-1505M,3GHz,0 GB,1 TB,64 GB,0 GB,2.23
1094,1302,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,4GB,Intel HD Graphics 520,Windows 10,638.0,FHD,Yes,Intel,Core i7,2.5GHz,128 GB,0 GB,0 GB,0 GB,1.8
388,494,Dell,XPS 15,Notebook,15.6,16GB,Nvidia GeForce GTX 1050,Windows 10,1899.0,FHD,No,Intel,Core i7,2.8GHz,512 GB,0 GB,0 GB,0 GB,2.06
1280,249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8GB,Intel HD Graphics 620,Windows 10,1079.0,FHD,Yes,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.38
593,514,Acer,Aspire A515-51G-59QF,Notebook,15.6,4GB,Nvidia GeForce MX150,Windows 10,613.0,FHD,No,Intel,Core i5,1.6GHz,0 GB,1 TB,0 GB,0 GB,2.2
352,48,Asus,Rog Strix,Gaming,17.3,8GB,AMD Radeon RX 580,Windows 10,1299.0,FHD,No,AMD,Ryzen 1700,3GHz,256 GB,1 TB,0 GB,0 GB,3.2
955,14,Dell,Inspiron 3567,Notebook,15.6,4GB,AMD Radeon R5 M430,Windows 10,498.9,FHD,No,Intel,Core i3,2GHz,256 GB,0 GB,0 GB,0 GB,2.2
713,404,Lenovo,ThinkPad L470,Notebook,14.0,8GB,Intel HD Graphics 620,Windows 10,938.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.9
379,348,HP,ProBook 450,Notebook,15.6,8GB,Nvidia GeForce 930MX ,Windows 10,716.0,FHD,No,Intel,Core i3,2.4GHz,0 GB,1 TB,0 GB,0 GB,2.1
16,589,HP,ProBook 430,Notebook,13.3,4GB,Intel HD Graphics 620,Windows 10,719.0,FHD,No,Intel,Core i3,2.4GHz,128 GB,0 GB,0 GB,0 GB,1.49
1005,1048,HP,EliteBook 850,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,1228.99,FHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.84
1053,450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4GB,Intel HD Graphics 505,Windows 10,349.0,FHD,No,Intel,Pentium Quad Core,1.1GHz,128 GB,0 GB,0 GB,0 GB,2.2
669,807,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8GB,Intel HD Graphics 620,Windows 10,1349.0,FHD,Yes,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.38
402,1077,Dell,Inspiron 5567,Notebook,15.6,16GB,AMD Radeon R7 M445,Windows 10,989.99,FHD,No,Intel,Core i7,2.7GHz,0 GB,2 TB,0 GB,0 GB,2.32
849,1211,Apple,"MacBook 12""",Ultrabook,12.0,8GB,Intel HD Graphics 5300,Mac OS X,1163.0,IPS,No,Intel,Core M 1,1.1GHz,0 GB,0 GB,256 GB,0 GB,0.92
323,5,Apple,MacBook Pro,Ultrabook,13.3,8GB,Intel Iris Plus Graphics 650,macOS,1803.6,IPS,No,Intel,Core i5,3.1GHz,256 GB,0 GB,0 GB,0 GB,1.37
615,1103,HP,Chromebook 13,Notebook,13.3,4GB,Intel HD Graphics 515,Chrome OS,615.0,IPS,No,Intel,Pentium Dual Core,1.5GHz,0 GB,0 GB,32 GB,0 GB,1.29
389,580,Lenovo,Thinkpad E570,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,830.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.3
1084,409,Lenovo,ThinkPad E580,Notebook,15.6,8GB,AMD Radeon RX 550,Windows 10,1144.5,FHD,No,Intel,Core i5,1.6GHz,256 GB,1 TB,0 GB,0 GB,2.1
1261,317,MSI,GE63VR 7RF,Gaming,15.6,16GB,Nvidia GeForce GTX 1070,Windows 10,2099.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.8
562,863,Dell,Inspiron 5767,Notebook,17.3,8GB,AMD Radeon R7 M445,Linux,865.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.83
768,392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4GB,Intel HD Graphics 620,Windows 10,549.0,FHD,No,Intel,Core i3,2.4GHz,128 GB,0 GB,0 GB,0 GB,1.5
164,349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16GB,Intel UHD Graphics 620,Windows 10,2099.0,4K,Yes,Intel,Core i7,1.8GHz,512 GB,0 GB,0 GB,0 GB,1.4
525,847,Lenovo,N42-20 Chromebook,Notebook,14.0,4GB,Intel HD Graphics 400,Chrome OS,325.0,WXGA,No,Intel,Celeron Quad Core,1.6GHz,0 GB,0 GB,16 GB,0 GB,1.5
134,42,Dell,Inspiron 7577,Gaming,15.6,16GB,Nvidia GeForce GTX 1060,Windows 10,1499.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.65
743,541,Asus,ROG Strix,Gaming,15.6,8GB,Nvidia GeForce GTX 1060,Windows 10,1649.0,FHD,No,Intel,Core i5,2.5GHz,128 GB,1 TB,0 GB,0 GB,2.3
821,557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,499.0,FHD,No,Intel,Core i3,2GHz,128 GB,0 GB,0 GB,0 GB,2.2
836,937,Toshiba,Tecra Z50-C-140,Notebook,15.6,16GB,Nvidia GeForce 930M,Windows 10,1975.0,FHD,No,Intel,Core i7,2.6GHz,256 GB,0 GB,0 GB,0 GB,2.4
824,462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,4GB,Intel HD Graphics 405,Windows 10,479.0,WXGA,Yes,Intel,Pentium Quad Core,1.6GHz,0 GB,500 GB,0 GB,0 GB,1.47
464,987,Toshiba,Tecra A40-C-1DF,Notebook,14.0,8GB,Intel HD Graphics 520,Windows 10,1180.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.95
410,779,Dell,Inspiron 5567,Notebook,15.6,16GB,AMD Radeon R7 M445,Windows 10,1181.27,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,2.3
1302,403,Lenovo,ThinkPad E580,Notebook,15.6,8GB,AMD Radeon RX 550,Windows 10,1229.56,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,2.1
129,892,HP,Pavilion x360,2 in 1 Convertible,15.6,4GB,Intel HD Graphics 620,Windows 10,684.8,WXGA,Yes,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,2.3
700,1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,8GB,Intel HD Graphics 520,Windows 10,1669.0,FHD,Yes,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.8
127,743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,779.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,1.85
1228,304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16GB,Nvidia GeForce 940MX,Windows 10,1468.0,FHD,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.63
203,195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,4GB,Intel HD Graphics 500,Windows 10,260.0,FHD,No,Intel,Celeron Dual Core,1.1GHz,0 GB,0 GB,32 GB,0 GB,1.3
262,334,HP,Elitebook 820,Ultrabook,12.5,8GB,Intel HD Graphics 620,Windows 10,1335.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.26
883,986,Dell,Alienware 17,Gaming,17.3,32GB,Nvidia GeForce GTX 1070,Windows 10,2800.0,FHD,No,Intel,Core i7,2.6GHz,256 GB,1 TB,0 GB,0 GB,4.42
976,793,Lenovo,ThinkPad T470s,Ultrabook,14.0,16GB,Intel HD Graphics 620,Windows 10,2299.0,FHD,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.7
484,1207,Acer,Predator G9-793,Gaming,17.3,16GB,Nvidia GeForce GTX 1070,Windows 10,2599.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,4.2
148,440,Lenovo,Thinkpad T570,Workstation,15.6,16GB,Nvidia GeForce 940MX,Windows 10,2445.0,4K,No,Intel,Core i7,2.8GHz,512 GB,0 GB,0 GB,0 GB,2.3
893,707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4GB,AMD Radeon 530,Windows 10,689.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,500 GB,0 GB,0 GB,2.1
798,86,Acer,Aspire 3,Notebook,15.6,4GB,AMD Radeon R5,Windows 10,395.0,WXGA,No,AMD,A9-Series,3GHz,0 GB,1 TB,0 GB,0 GB,2.1
219,354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,4GB,Intel HD Graphics 500,Windows 10,375.0,WXGA,Yes,Intel,Celeron Dual Core,1.1GHz,0 GB,0 GB,32 GB,0 GB,1.5
969,218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8GB,Intel HD Graphics 620,No OS,549.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.2
1046,467,Acer,Aspire E5-576G,Notebook,15.6,4GB,Nvidia GeForce 940MX,Windows 10,544.0,FHD,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,2.23
252,618,Dell,Inspiron 7559,Gaming,15.6,16GB,Nvidia GeForce GTX 960<U+039C>,Windows 10,879.01,FHD,No,Intel,Core i7,2.6GHz,0 GB,1 TB,0 GB,0 GB,2.59
796,692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,8GB,Intel UHD Graphics 620,Windows 10,1499.0,FHD,Yes,Intel,Core i7,1.8GHz,512 GB,0 GB,0 GB,0 GB,1.19
220,335,Dell,XPS 15,Notebook,15.6,32GB,Nvidia GeForce GTX 1050,Windows 10,2639.0,4K,Yes,Intel,Core i7,2.8GHz,1 TB,0 GB,0 GB,0 GB,2.06
882,126,HP,Probook 470,Notebook,17.3,16GB,Nvidia GeForce 930MX ,Windows 10,1271.0,FHD,No,Intel,Core i7,1.8GHz,512 GB,0 GB,0 GB,0 GB,2.5
1016,832,MSI,GL62M 7RD,Gaming,15.6,8GB,Nvidia GeForce GTX 1050,Windows 10,1199.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.4
403,377,Acer,Aspire 3,Notebook,15.6,4GB,AMD Radeon R5,Windows 10,426.0,WXGA,No,AMD,A9-Series,3GHz,128 GB,0 GB,0 GB,0 GB,2.1
292,904,Lenovo,ThinkPad T470s,Ultrabook,14.0,8GB,Intel HD Graphics 620,Windows 10,1799.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.32
571,1178,Lenovo,ThinkPad T460,Ultrabook,14.0,8GB,Intel HD Graphics 520,Windows 7,1499.0,FHD,No,Intel,Core i7,2.6GHz,256 GB,0 GB,0 GB,0 GB,1.7
360,266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4GB,Intel HD Graphics 520,No OS,444.0,FHD,No,Intel,Core i3,2GHz,256 GB,0 GB,0 GB,0 GB,2.2
1026,215,Acer,Aspire 7,Notebook,15.6,8GB,Nvidia GeForce GTX 1050,Linux,779.0,FHD,No,Intel,Core i7,2.8GHz,0 GB,1 TB,0 GB,0 GB,2.4
141,777,Samsung,Notebook 9,Ultrabook,13.3,8GB,Intel HD Graphics 620,Windows 10,1599.0,FHD,Yes,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.31
1065,177,Toshiba,Satellite Pro,Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,489.0,WXGA,No,Intel,Core i3,2.4GHz,0 GB,500 GB,0 GB,0 GB,2.0
471,543,Dell,Inspiron 5570,Notebook,15.6,8GB,AMD Radeon 530,Windows 10,797.41,FHD,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,2.2
1017,988,Asus,Rog Strix,Gaming,17.3,16GB,Nvidia GeForce GTX 1060,Windows 10,2049.9,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.73
600,383,Dell,Inspiron 3552,Notebook,15.6,4GB,Intel HD Graphics 400,Windows 10,309.0,WXGA,No,Intel,Celeron Dual Core,1.60GHz,0 GB,500 GB,0 GB,0 GB,1.8
1011,1233,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,2GB,Intel HD Graphics,Chrome OS,174.0,WXGA,No,Intel,Celeron Dual Core,1.5GHz,32 GB,0 GB,0 GB,0 GB,1.3
643,390,Asus,Zenbook Flip,Ultrabook,13.3,16GB,Intel HD Graphics 620,Windows 10,1748.9,FHD,Yes,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.1
553,1108,Dell,Inspiron 5370,Ultrabook,13.3,4GB,AMD Radeon 530,Windows 10,818.35,FHD,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,1.4
1086,310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4GB,Intel HD Graphics 505,No OS,359.99,WXGA,No,Intel,Pentium Quad Core,1.1GHz,0 GB,1 TB,0 GB,0 GB,2.2
1059,623,Dell,Vostro 3568,Notebook,15.6,4GB,AMD Radeon R5 M420,Linux,569.0,FHD,No,Intel,Core i5,2.5GHz,128 GB,0 GB,0 GB,0 GB,2.18
288,489,HP,ProBook 430,Notebook,13.3,4GB,Intel UHD Graphics 620,Windows 10,726.0,FHD,No,Intel,Core i5,1.6GHz,128 GB,0 GB,0 GB,0 GB,1.49
230,1169,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,4GB,AMD Radeon R2 Graphics,Windows 10,297.0,WXGA,No,AMD,E-Series,1.8GHz,0 GB,500 GB,0 GB,0 GB,1.86
611,1028,HP,Probook 430,Notebook,13.3,4GB,Intel HD Graphics 620,Windows 10,800.0,WXGA,No,Intel,Core i3,2.4GHz,0 GB,500 GB,0 GB,0 GB,1.49
911,236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,4GB,AMD Radeon R2,Windows 10,330.0,WXGA,No,AMD,E-Series,1.5GHz,0 GB,500 GB,0 GB,0 GB,2.1
1212,607,HP,EliteBook 850,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,1219.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.84
1139,961,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,8GB,Nvidia GeForce 920MX,No OS,685.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.2
1226,238,Dell,Vostro 5468,Notebook,14.0,8GB,Intel HD Graphics 620,Windows 10,859.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.6
418,1036,HP,Spectre 13-V100nv,Notebook,13.3,8GB,Intel HD Graphics 620,Windows 10,1149.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.11
162,805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4GB,Intel HD Graphics 500,Windows 10,299.0,WXGA,No,Intel,Celeron Dual Core,1.1GHz,0 GB,0 GB,32 GB,0 GB,1.63
49,436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4GB,Intel HD Graphics 500,Windows 10,299.0,FHD,Yes,Intel,Celeron Dual Core,1.1GHz,32 GB,0 GB,0 GB,0 GB,1.16
