id,laptop_ID,Company,Inches,Price_euros,Pantalla,Touchscreen,Marca_Procesador,Modelo_Procesador,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto,Total_Almacenamiento,Marca_GPU,Modelo_GPU,Tipo_GPU
798,86,Acer,15.6,395.0,WXGA,No,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,Aspire 3,2048.0,AMD,R5,Radeon
219,354,Asus,11.6,375.0,WXGA,Yes,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Convertible,VivoBook Flip,32.0,Intel,500,HD Graphics
969,218,Lenovo,15.6,549.0,FHD,No,Intel,Core i5,Medio,2.5,No OS,8,Notebook,IdeaPad 320-15IKBN,1024.0,Intel,620,HD Graphics
1046,467,Acer,15.6,544.0,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Aspire E5-576G,2048.0,Nvidia,940MX,GeForce
252,618,Dell,15.6,879.01,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Inspiron 7559,2048.0,Nvidia,GTX 960<U+039C>,GeForce
796,692,Lenovo,13.3,1499.0,FHD,Yes,Intel,Core i7,Ligero,1.8,Windows 10,8,Convertible,Yoga 730,2048.0,Intel,620,UHD Graphics
220,335,Dell,15.6,2639.0,4K,Yes,Intel,Core i7,Medio,2.8,Windows 10,32,Notebook,XPS 15,4096.0,Nvidia,GTX 1050,GeForce
882,126,HP,17.3,1271.0,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,16,Notebook,Probook 470,2048.0,Nvidia,930MX,GeForce
1016,832,MSI,15.6,1199.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Gaming,GL62M 7RD,1024.0,Nvidia,GTX 1050,GeForce
403,377,Acer,15.6,426.0,WXGA,No,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,Aspire 3,512.0,AMD,R5,Radeon
292,904,Lenovo,14.0,1799.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad T470s,1024.0,Intel,620,HD Graphics
571,1178,Lenovo,14.0,1499.0,FHD,No,Intel,Core i7,Medio,2.6,Windows 7,8,Ultrabook,ThinkPad T460,1024.0,Intel,520,HD Graphics
360,266,Lenovo,15.6,444.0,FHD,No,Intel,Core i3,Medio,2.0,No OS,4,Notebook,IdeaPad 320-15ISK,1024.0,Intel,520,HD Graphics
1026,215,Acer,15.6,779.0,FHD,No,Intel,Core i7,Medio,2.8,Linux,8,Notebook,Aspire 7,2048.0,Nvidia,GTX 1050,GeForce
141,777,Samsung,13.3,1599.0,FHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Notebook 9,1024.0,Intel,620,HD Graphics
1065,177,Toshiba,15.6,489.0,WXGA,No,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Satellite Pro,1000.0,Intel,620,HD Graphics
471,543,Dell,15.6,797.41,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 5570,1024.0,AMD,530,Radeon
1017,988,Asus,17.3,2049.9,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Rog Strix,3072.0,Nvidia,GTX 1060,GeForce
600,383,Dell,15.6,309.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,Windows 10,4,Notebook,Inspiron 3552,1000.0,Intel,400,HD Graphics
1011,1233,Acer,11.6,174.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.5,Chrome OS,2,Netbook,C740-C9QX,128.0,Intel,Otro,HD Graphics
643,390,Asus,13.3,1748.9,FHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,16,Ultrabook,Zenbook Flip,2048.0,Intel,620,HD Graphics
553,1108,Dell,13.3,818.35,FHD,No,Intel,Core i5,Ligero,1.6,Windows 10,4,Ultrabook,Inspiron 5370,1024.0,AMD,530,Radeon
1086,310,Lenovo,15.6,359.99,WXGA,No,Intel,Pentium Quad Core,Medio,1.1,No OS,4,Notebook,IdeaPad 320-15IAP,2048.0,Intel,505,HD Graphics
1059,623,Dell,15.6,569.0,FHD,No,Intel,Core i5,Medio,2.5,Linux,4,Notebook,Vostro 3568,512.0,AMD,R5 M420,Radeon
288,489,HP,13.3,726.0,FHD,No,Intel,Core i5,Ligero,1.6,Windows 10,4,Notebook,ProBook 430,512.0,Intel,620,UHD Graphics
230,1169,HP,15.6,297.0,WXGA,No,AMD,E-Series,Medio,1.8,Windows 10,4,Notebook,15-BA015wm,1000.0,AMD,R2 Graphics,Radeon
611,1028,HP,13.3,800.0,WXGA,No,Intel,Core i3,Ligero,2.4,Windows 10,4,Notebook,Probook 430,1000.0,Intel,620,HD Graphics
911,236,HP,15.6,330.0,WXGA,No,AMD,E-Series,Medio,1.5,Windows 10,4,Notebook,15-rb013nv,1000.0,AMD,R2,Radeon
1212,607,HP,15.6,1219.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,EliteBook 850,1024.0,Intel,620,HD Graphics
1139,961,Lenovo,15.6,685.0,FHD,No,Intel,Core i7,Medio,2.7,No OS,8,Notebook,IdeaPad 310-15IKB,2048.0,Nvidia,920MX,GeForce
1226,238,Dell,14.0,859.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 5468,1024.0,Intel,620,HD Graphics
418,1036,HP,13.3,1149.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,Spectre 13-V100nv,1024.0,Intel,620,HD Graphics
162,805,Asus,14.0,299.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,R417NA-RS01,32.0,Intel,500,HD Graphics
49,436,Mediacom,11.6,299.0,FHD,Yes,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,4,Convertible,FlexBook Edge,128.0,Intel,500,HD Graphics
980,217,HP,15.6,349.0,FHD,No,Intel,Core i3,Medio,2.0,No OS,4,Notebook,15-bs018nq,1000.0,Intel,520,HD Graphics
970,1073,MSI,15.6,1819.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,GT62VR 6RD,3072.0,Nvidia,GTX 1060,GeForce
367,66,HP,15.6,690.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,250 G6,1024.0,Intel,620,HD Graphics
239,12,HP,15.6,344.99,FHD,No,Intel,Core i3,Medio,2.0,No OS,4,Notebook,250 G6,1000.0,Intel,520,HD Graphics
778,1167,Lenovo,14.0,2339.0,QHD,Yes,Intel,Core i7,Ligero,2.5,Windows 10,8,Convertible,ThinkPad X1,1024.0,Intel,520,HD Graphics
17,1138,Dell,15.6,523.63,WXGA,No,Intel,Core i5,Medio,2.3,Linux,4,Notebook,Latitude E5570,1000.0,Intel,520,HD Graphics
784,1120,Dell,12.5,1413.1,WXGA,No,Intel,Core i5,Medio,2.3,Windows 7,8,Ultrabook,Latitude E5270,1024.0,Intel,520,HD Graphics
1121,160,Asus,13.3,1315.0,FHD,Yes,Intel,Core i5,Ligero,1.6,Windows 10,8,Convertible,ZenBook Flip,1024.0,Intel,620,HD Graphics
422,21,Asus,11.6,191.9,WXGA,No,Intel,Atom x5,Ligero,1.44,Windows 10,2,Netbook,Vivobook E200HA,32.0,Intel,400,HD Graphics
1042,435,HP,17.3,1999.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,12,Gaming,Omen 17-w207nv,3072.0,Nvidia,GTX 1070,GeForce
842,812,Dell,15.6,1749.0,4K,Yes,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,XPS 15,1024.0,Nvidia,GTX 1050,GeForce
1260,829,Lenovo,15.6,489.9,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,V110-15ISK,1000.0,Intel,520,HD Graphics
460,809,HP,15.6,2064.9,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Workstation,ZBook 17,1024.0,Nvidia,M2200,Quadro
985,100,Asus,15.6,577.0,FHD,No,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,X541UV-DM1439T,1024.0,Nvidia,920M,GeForce
614,1196,MSI,15.6,2153.37,FHD,No,Intel,Core i7,Medio,2.6,Windows 10,16,Gaming,GS60 Ghost,2560.0,Nvidia,GTX 970M,GeForce
176,630,Fujitsu,15.6,799.0,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,LifeBook A557,1024.0,Intel,620,HD Graphics
167,107,Microsoft,13.5,1340.0,IPS,Yes,Intel,Core i5,Ligero,2.5,Windows 10 S,8,Ultrabook,Surface Laptop,1024.0,Intel,620,HD Graphics
78,575,Lenovo,15.6,344.0,FHD,No,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,IdeaPad 320-15IAP,1000.0,Intel,505,HD Graphics
1201,516,Lenovo,15.6,1149.0,FHD,No,Intel,Core i7,Medio,2.8,No OS,8,Gaming,Legion Y520-15IKBN,3072.0,Nvidia,GTX 1060,GeForce
676,252,Asus,17.3,2999.0,FHD,No,Intel,Core i7,Pesado,2.9,Windows 10,16,Gaming,Rog G701VIK-BA060T,1024.0,Nvidia,GTX 1080,GeForce
1131,367,Asus,14.0,945.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Zenbook UX410UA-GV027T,1024.0,Intel,620,HD Graphics
1220,1236,Lenovo,15.6,1272.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,8,Gaming,IdeaPad Y700-15ISK,2560.0,Nvidia,GTX 960<U+039C>,GeForce
511,1314,HP,11.6,209.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Netbook,Stream 11-Y000na,32.0,Intel,400,HD Graphics
1050,1270,Lenovo,15.6,569.0,FHD,No,Intel,Core i3,Medio,2.3,Windows 10,6,Notebook,IdeaPad 310-15ISK,512.0,Nvidia,920MX,GeForce
574,16,Apple,13.3,1518.55,IPS,No,Intel,Core i5,Ligero,2.3,macOS,8,Ultrabook,MacBook Pro,1024.0,Intel,Plus Graphics 640,Iris
1108,1114,Asus,17.3,2299.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,G752VY-GC162T,2560.0,Nvidia,GTX 980M,GeForce
331,993,Asus,17.3,1749.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Rog GL753VE-DS74,3072.0,Nvidia,GTX 1050 Ti,GeForce
380,768,Acer,15.6,599.0,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Aspire 3,1024.0,Intel,620,HD Graphics
94,835,Asus,13.3,1358.0,FHD,Yes,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,ZenBook Flip,1024.0,Intel,620,HD Graphics
1091,831,Lenovo,14.0,2499.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Thinkpad X1,2048.0,Intel,620,HD Graphics
533,673,Toshiba,15.6,498.0,WXGA,No,Intel,Core i3,Medio,2.1,Windows 10,4,Notebook,Satellite Pro,512.0,Intel,520,HD Graphics
1093,47,Lenovo,15.6,369.0,WXGA,No,Intel,Core i3,Medio,2.0,No OS,4,Notebook,IdeaPad 320-15ISK,512.0,Intel,520,HD Graphics
31,88,HP,15.6,699.0,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Ultrabook,Pavilion 15-CK000nv,1024.0,Nvidia,GTX 940MX,GeForce
522,96,Asus,14.0,1049.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Zenbook UX430UA,1024.0,Intel,620,HD Graphics
470,788,Asus,15.6,581.9,FHD,No,Intel,Pentium Dual Core,Medio,1.1,Windows 10,8,Notebook,Vivobook Max,512.0,Intel,505,HD Graphics
950,240,Dell,15.6,899.0,FHD,No,Intel,Core i7,Medio,2.7,Linux,16,Notebook,Inspiron 5567,1024.0,AMD,R7 M445,Radeon
1165,967,Asus,12.5,1159.0,FHD,No,Intel,Core M M7,Ligero,1.2,Chrome OS,8,Convertible,Chromebook Flip,64.0,Intel,515,HD Graphics
1170,1151,HP,17.3,3949.4,FHD,No,Intel,Core i7,Pesado,2.6,Windows 7,8,Workstation,ZBook 17,1024.0,Nvidia,M3000M,Quadro
735,458,Dell,15.6,1975.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,16,Workstation,Precision 3520,1024.0,Nvidia,M620,Quadro
523,112,Lenovo,14.0,1480.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Thinkpad T470,1024.0,Intel,620,HD Graphics
681,1170,Lenovo,15.6,599.0,FHD,No,Intel,Core i5,Medio,2.3,No OS,8,Notebook,B51-80,2048.0,AMD,R5 M330,Radeon
694,754,Samsung,13.3,1649.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,16,Ultrabook,Notebook 9,1024.0,Intel,620,HD Graphics
728,15,Apple,12.0,1262.4,IPS,No,Intel,Core M M3,Ligero,1.2,macOS,8,Ultrabook,"MacBook 12""",1024.0,Intel,615,HD Graphics
932,30,HP,17.3,896.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 470,2048.0,Nvidia,930MX,GeForce
873,340,Asus,15.6,999.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,FX553VD-FY647T,1024.0,Nvidia,GTX 1050,GeForce
144,199,HP,17.3,914.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 470,2048.0,Nvidia,930MX,GeForce
378,614,Lenovo,15.6,564.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,6,Notebook,IdeaPad 310-15IKB,2048.0,Intel,620,HD Graphics
982,251,HP,15.6,559.0,WXGA,Yes,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,15-bs015dx,2048.0,Intel,620,HD Graphics
341,533,Lenovo,15.6,799.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,IdeaPad 320-15IKB,2048.0,Nvidia,920MX,GeForce
311,276,Asus,17.3,1549.0,FHD,No,AMD,Ryzen 1700,Pesado,3.0,Windows 10,16,Gaming,Rog Strix,3072.0,AMD,RX 580,Radeon
953,852,HP,17.3,910.0,IPS,No,Intel,Core i5,Pesado,2.5,Windows 10,8,Notebook,ProBook 470,2048.0,Nvidia,930MX,GeForce
232,671,HP,15.6,539.0,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,6,Notebook,15-ay047nv,2048.0,AMD,R5 M430,Radeon
983,1006,Lenovo,15.6,270.62,WXGA,No,Intel,Celeron Dual Core,Medio,1.1,No OS,4,Notebook,V110-15IAP,512.0,Intel,500,HD Graphics
165,1090,Lenovo,17.3,659.0,IPS,No,Intel,Core i5,Pesado,2.3,Windows 10,8,Notebook,IdeaPad 300-17ISK,2048.0,AMD,R5 M330,Radeon
538,711,Lenovo,15.6,621.45,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,V310-15IKB,2048.0,Intel,620,HD Graphics
1096,201,HP,13.3,959.0,FHD,No,Intel,Core i5,Ligero,1.6,Windows 10,8,Notebook,ProBook 430,2048.0,Intel,620,UHD Graphics
449,271,Asus,13.3,1499.0,FHD,Yes,Intel,Core i7,Ligero,1.8,Windows 10,8,Convertible,ZenBook Flip,2048.0,Intel,620,UHD Graphics
1290,297,HP,17.3,489.0,IPS,No,Intel,Core i3,Pesado,2.0,Windows 10,8,Notebook,17-BS037cl,2048.0,Intel,520,HD Graphics
665,139,Lenovo,15.6,252.36,WXGA,No,Intel,Celeron Dual Core,Medio,1.1,No OS,4,Notebook,V110-15IAP,2048.0,Intel,500,HD Graphics
693,182,Lenovo,15.6,813.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,V310-15IKB,2560.0,AMD,R17M--70,M1
270,695,Dell,15.6,545.67,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Inspiron 3567,2048.0,AMD,R5 M430,Radeon
519,451,HP,15.6,1099.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,Omen 15-AX205na,2560.0,Nvidia,GTX 1050,GeForce
710,975,Lenovo,12.5,1760.0,FHD,No,Intel,Core i5,Ligero,2.6,Windows 10,8,Ultrabook,ThinkPad X270,1024.0,Intel,620,HD Graphics
236,84,HP,14.0,860.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 440,1024.0,Intel,620,HD Graphics
1194,277,Dell,15.6,735.07,FHD,No,Intel,Core i7,Medio,1.8,Linux,8,Notebook,Inspiron 3576,1024.0,AMD,520,Radeon
1075,1055,Vero,14.0,210.8,WXGA,No,Intel,Atom X5,Ligero,1.44,Windows 10,2,Notebook,V142,32.0,Intel,400,HD Graphics
498,1144,HP,17.3,1129.0,FHD,No,Intel,Core i5,Pesado,2.3,Windows 10,8,Gaming,Omen -,2560.0,Nvidia,GTX 1060,GeForce
135,513,Asus,15.6,1224.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ZenBook UX510UX-CN211T,3072.0,Intel,620,HD Graphics
1241,307,Lenovo,17.3,649.0,IPS,No,Intel,Core i5,Pesado,2.5,Windows 10,6,Notebook,IdeaPad 320-17IKB,2048.0,Nvidia,GTX 940M,GeForce
67,945,HP,12.5,1579.0,FHD,No,Intel,Core i5,Ligero,2.3,Windows 10,4,Ultrabook,EliteBook 820,1000.0,Intel,520,HD Graphics
964,562,Asus,15.6,224.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.1,Linux,4,Notebook,A541NA-GO342,1000.0,Intel,500,HD Graphics
39,374,Dell,15.6,899.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Inspiron 5567,1024.0,AMD,R7 M445,Radeon
703,158,HP,15.6,619.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,6,Notebook,15-BS103nv,1024.0,AMD,520,Radeon
568,960,Dell,12.5,1472.2,FHD,Yes,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,Latitude 7280,1024.0,Intel,Otro,HD Graphics
563,730,Lenovo,14.0,1499.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad T470s,1024.0,Intel,620,HD Graphics
591,802,Lenovo,15.6,959.0,FHD,Yes,Intel,Core i5,Medio,2.5,Windows 10,8,Convertible,Yoga 510-15IKB,1024.0,AMD,R7 M460,Radeon
921,250,Dell,15.6,985.0,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Inspiron 5570,4608.0,AMD,530,Radeon
481,71,Asus,17.3,949.0,FHD,No,Intel,Core i7,Pesado,2.8,Linux,12,Gaming,FX753VE-GC093,2048.0,Nvidia,GTX 1050 Ti,GeForce
1140,663,Toshiba,15.6,1064.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Tecra A50-D-11M,1000.0,Intel,620,HD Graphics
249,483,Dell,15.6,2408.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Workstation,Precision M5520,1024.0,Nvidia,M1200,Quadro
510,135,Acer,14.0,884.0,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Ultrabook,Swift 3,1024.0,Intel,620,UHD Graphics
455,1250,Dell,15.6,469.01,WXGA,Yes,Intel,Core i3,Medio,2.4,Windows 10,8,Notebook,Inspiron 3567,2048.0,Intel,620,HD Graphics
767,977,Toshiba,12.5,1790.0,FHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Portege X20W-D-10V,2048.0,Intel,620,HD Graphics
225,1127,Lenovo,15.6,429.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,V110-15ISK,512.0,Intel,520,HD Graphics
963,773,Dell,13.3,849.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Latitude 3380,1000.0,Intel,520,HD Graphics
208,1288,Lenovo,14.0,638.0,FHD,Yes,Intel,Core i7,Medio,2.5,Windows 10,4,Convertible,Yoga 500-14ISK,512.0,Intel,520,HD Graphics
150,58,Asus,15.6,586.19,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,VivoBook Max,1024.0,Intel,620,HD Graphics
850,530,HP,15.6,689.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,ProBook 440,512.0,Intel,520,HD Graphics
196,680,Lenovo,13.3,1034.0,FHD,Yes,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,Yoga 720-13IKB,1024.0,Intel,620,HD Graphics
1031,981,HP,15.6,685.0,FHD,No,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,ProBook 450,1000.0,Intel,620,HD Graphics
597,1179,MSI,14.0,1769.0,FHD,No,Intel,Core i7,Medio,2.6,Windows 10,16,Gaming,GS40 Phantom,3072.0,Nvidia,GTX 970M,GeForce
105,978,HP,15.6,846.5,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ProBook 450,2048.0,Nvidia,930MX,GeForce
646,415,Lenovo,15.6,409.0,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,IdeaPad 320-15ISK,1000.0,Intel,520,HD Graphics
843,887,Asus,15.6,398.99,WXGA,No,Intel,Pentium Quad Core,Medio,1.1,Linux,4,Notebook,X541NA-GO121,2048.0,Intel,505,HD Graphics
303,380,Dell,13.3,869.01,FHD,Yes,Intel,Core i7,Medio,1.8,Windows 10,8,Convertible,Inspiron 5379,1024.0,Intel,620,UHD Graphics
1,1085,Dell,15.6,481.98,WXGA,No,Intel,Core i3,Medio,2.3,Windows 10,4,Notebook,Latitude 3570,1000.0,Intel,520,HD Graphics
815,1294,Dell,15.6,459.0,WXGA,No,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Inspiron 3567,2048.0,Intel,620,HD Graphics
444,421,Asus,13.3,928.0,FHD,Yes,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,ZenBook Flip,1024.0,Intel,620,HD Graphics
1149,505,Lenovo,13.3,949.0,FHD,No,Intel,Core i3,Ligero,2.4,Windows 10,8,Notebook,ThinkPad 13,1024.0,Intel,620,HD Graphics
678,262,HP,17.3,1059.0,FHD,No,Intel,Core i7,Pesado,1.8,Windows 10,16,Notebook,Envy 17-U275cl,2048.0,Nvidia,MX150,GeForce
271,1150,Lenovo,15.6,1099.0,FHD,No,Intel,Core i7,Medio,2.5,Windows 10,16,Notebook,IdeaPad 500-15ISK,3072.0,AMD,R7 M360,Radeon
607,746,MSI,15.6,2094.48,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GS63VR 7RF,3072.0,Nvidia,GTX 1060,GeForce
731,190,Dell,15.6,2397.0,4K,Yes,Intel,Core i7,Medio,2.8,Windows 10,16,Notebook,XPS 15,2048.0,Nvidia,GTX 1050,GeForce
642,296,Asus,17.3,1187.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,FX753VD-GC071T,2048.0,Nvidia,GTX 1050,GeForce
121,95,Dell,15.6,1195.0,FHD,No,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7577,1024.0,Nvidia,GTX 1060,GeForce
499,140,Asus,17.3,938.0,FHD,No,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,FX753VD-GC086T,2560.0,Nvidia,GTX 1050,GeForce
997,1301,Asus,15.6,720.32,WXGA,No,Intel,Core i7,Medio,2.5,Windows 10,4,Notebook,X556UJ-XO044T,1000.0,Nvidia,920M,GeForce
1270,708,Dell,15.6,819.0,FHD,No,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 5577,2048.0,Nvidia,GTX 1050,GeForce
1301,674,Dell,15.6,955.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Latitude 3580,2048.0,Intel,620,HD Graphics
344,1183,Dell,15.6,1498.0,4K,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Inspiron 7567,2560.0,Nvidia,GTX 1050 Ti,GeForce
748,647,Dell,15.6,2399.0,4K,Yes,Intel,Core i7,Medio,2.8,Windows 10,16,Notebook,XPS 15,4096.0,Nvidia,GTX 1050,GeForce
786,466,HP,17.3,639.9,IPS,No,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,17-BS092ND,1024.0,Intel,520,HD Graphics
163,1208,Lenovo,15.6,819.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Gaming,Legion Y520-15IKBN,2048.0,Nvidia,GTX 1050,GeForce
187,469,Asus,15.6,749.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Pro P2540UA-AB51,2048.0,Intel,620,HD Graphics
550,1275,Dell,15.6,490.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Vostro 3568,1000.0,Intel,520,HD Graphics
696,147,HP,15.6,369.0,WXGA,No,AMD,A6-Series,Medio,2.5,Windows 10,4,Notebook,255 G6,1024.0,AMD,R4 Graphics,Radeon
1294,1210,HP,15.6,485.0,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,250 G6,1000.0,Intel,620,HD Graphics
1113,67,Asus,15.6,1983.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Ultrabook,ZenBook Pro,2048.0,Nvidia,GTX 1050 Ti,GeForce
1186,856,HP,11.6,615.0,WXGA,Yes,Intel,Celeron Dual Core,Ligero,1.1,Chrome OS,4,Convertible,Chromebook X360,32.0,Intel,500,HD Graphics
174,722,Dell,15.6,1426.66,FHD,No,Intel,Core i5,Medio,2.6,Windows 10,16,Notebook,Latitude 5580,2048.0,Intel,620,HD Graphics
1195,1160,HP,13.3,1629.0,FHD,Yes,Intel,Core i5,Ligero,2.4,Windows 10,8,Convertible,Spectre Pro,1024.0,Intel,520,HD Graphics
576,747,Acer,15.6,410.8,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Aspire ES1-572,1000.0,Intel,520,HD Graphics
57,544,HP,15.6,398.99,FHD,No,Intel,Pentium Quad Core,Medio,1.6,Windows 10,4,Notebook,250 G6,1024.0,Intel,405,HD Graphics
569,1029,Toshiba,13.3,1210.0,WXGA,No,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Portege A30-C-1CZ,1024.0,Intel,520,HD Graphics
10,849,Asus,17.3,1799.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Rog GL702VM-GC017T,4096.0,Nvidia,GTX 1060,GeForce
1038,281,Dell,17.3,1099.0,FHD,No,Intel,Core i7,Pesado,1.8,Linux,8,Notebook,Inspiron 5770,2560.0,AMD,530,Radeon
699,510,Lenovo,14.0,299.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,IdeaPad 320-14IAP,1000.0,Intel,500,HD Graphics
458,1019,HP,14.0,1099.99,WXGA,No,Intel,Core i5,Ligero,2.4,Windows 10,4,Notebook,EliteBook 840,1024.0,Intel,520,HD Graphics
244,336,MSI,17.3,1199.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,GL72M 7REX,3072.0,Nvidia,GTX 1050 Ti,GeForce
738,1300,HP,11.6,209.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Netbook,Stream 11-Y000na,32.0,Intel,400,HD Graphics
37,1280,Dell,15.6,459.0,WXGA,No,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Inspiron 3567,2048.0,Intel,620,HD Graphics
732,992,HP,15.6,579.0,WXGA,No,Intel,Core i7,Medio,2.7,Windows 10,6,Notebook,15-bs053od,2048.0,Intel,620,HD Graphics
