id,laptop_ID,Company,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto,Total_Almacenamiento
676,252,Asus,Nvidia GeForce GTX 1080,2999.0,FHD,Intel,Core i7,Pesado,2.9,Windows 10,16,Gaming,Rog G701VIK-BA060T,1024.0
1131,367,Asus,Intel HD Graphics 620,945.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Zenbook UX410UA-GV027T,1024.0
1220,1236,Lenovo,Nvidia GeForce GTX 960<U+039C>,1272.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,8,Gaming,IdeaPad Y700-15ISK,2560.0
511,1314,HP,Intel HD Graphics 400,209.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Netbook,Stream 11-Y000na,32.0
1050,1270,Lenovo,Nvidia GeForce 920MX,569.0,FHD,Intel,Core i3,Medio,2.3,Windows 10,6,Notebook,IdeaPad 310-15ISK,512.0
574,16,Apple,Intel Iris Plus Graphics 640,1518.55,IPS,Intel,Core i5,Ligero,2.3,macOS,8,Ultrabook,MacBook Pro,1024.0
1108,1114,Asus,Nvidia GeForce GTX 980M,2299.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,G752VY-GC162T,2560.0
331,993,Asus,Nvidia GeForce GTX 1050 Ti,1749.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Rog GL753VE-DS74,3072.0
380,768,Acer,Intel HD Graphics 620,599.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Aspire 3,1024.0
94,835,Asus,Intel HD Graphics 620,1358.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,ZenBook Flip,1024.0
1091,831,Lenovo,Intel HD Graphics 620,2499.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Thinkpad X1,2048.0
533,673,Toshiba,Intel HD Graphics 520,498.0,WXGA,Intel,Core i3,Medio,2.1,Windows 10,4,Notebook,Satellite Pro,512.0
1093,47,Lenovo,Intel HD Graphics 520,369.0,WXGA,Intel,Core i3,Medio,2.0,No OS,4,Notebook,IdeaPad 320-15ISK,512.0
31,88,HP,Nvidia GeForce GTX 940MX,699.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Ultrabook,Pavilion 15-CK000nv,1024.0
522,96,Asus,Intel HD Graphics 620,1049.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Zenbook UX430UA,1024.0
470,788,Asus,Intel HD Graphics 505,581.9,FHD,Intel,Pentium Dual Core,Medio,1.1,Windows 10,8,Notebook,Vivobook Max,512.0
950,240,Dell,AMD Radeon R7 M445,899.0,FHD,Intel,Core i7,Medio,2.7,Linux,16,Notebook,Inspiron 5567,1024.0
1165,967,Asus,Intel HD Graphics 515,1159.0,FHD,Intel,Core M M7,Ligero,1.2,Chrome OS,8,Convertible,Chromebook Flip,64.0
1170,1151,HP,Nvidia Quadro M3000M,3949.4,FHD,Intel,Core i7,Pesado,2.6,Windows 7,8,Workstation,ZBook 17,1024.0
735,458,Dell,Nvidia Quadro M620,1975.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,16,Workstation,Precision 3520,1024.0
523,112,Lenovo,Intel HD Graphics 620,1480.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Thinkpad T470,1024.0
681,1170,Lenovo,AMD Radeon R5 M330,599.0,FHD,Intel,Core i5,Medio,2.3,No OS,8,Notebook,B51-80,2048.0
694,754,Samsung,Intel HD Graphics 620,1649.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,16,Ultrabook,Notebook 9,1024.0
728,15,Apple,Intel HD Graphics 615,1262.4,IPS,Intel,Core M M3,Ligero,1.2,macOS,8,Ultrabook,"MacBook 12""",1024.0
932,30,HP,Nvidia GeForce 930MX,896.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 470,2048.0
873,340,Asus,Nvidia GeForce GTX 1050,999.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,FX553VD-FY647T,1024.0
144,199,HP,Nvidia GeForce 930MX,914.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 470,2048.0
378,614,Lenovo,Intel HD Graphics 620,564.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,6,Notebook,IdeaPad 310-15IKB,2048.0
982,251,HP,Intel HD Graphics 620,559.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,15-bs015dx,2048.0
341,533,Lenovo,Nvidia GeForce 920MX,799.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,IdeaPad 320-15IKB,2048.0
311,276,Asus,AMD Radeon RX 580,1549.0,FHD,AMD,Ryzen 1700,Pesado,3.0,Windows 10,16,Gaming,Rog Strix,3072.0
953,852,HP,Nvidia GeForce 930MX,910.0,IPS,Intel,Core i5,Pesado,2.5,Windows 10,8,Notebook,ProBook 470,2048.0
232,671,HP,AMD Radeon R5 M430,539.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,6,Notebook,15-ay047nv,2048.0
983,1006,Lenovo,Intel HD Graphics 500,270.62,WXGA,Intel,Celeron Dual Core,Medio,1.1,No OS,4,Notebook,V110-15IAP,512.0
165,1090,Lenovo,AMD Radeon R5 M330,659.0,IPS,Intel,Core i5,Pesado,2.3,Windows 10,8,Notebook,IdeaPad 300-17ISK,2048.0
538,711,Lenovo,Intel HD Graphics 620,621.45,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,V310-15IKB,2048.0
1096,201,HP,Intel UHD Graphics 620,959.0,FHD,Intel,Core i5,Ligero,1.6,Windows 10,8,Notebook,ProBook 430,2048.0
449,271,Asus,Intel UHD Graphics 620,1499.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,8,Convertible,ZenBook Flip,2048.0
1290,297,HP,Intel HD Graphics 520,489.0,IPS,Intel,Core i3,Pesado,2.0,Windows 10,8,Notebook,17-BS037cl,2048.0
665,139,Lenovo,Intel HD Graphics 500,252.36,WXGA,Intel,Celeron Dual Core,Medio,1.1,No OS,4,Notebook,V110-15IAP,2048.0
693,182,Lenovo,AMD R17M-M1-70,813.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,V310-15IKB,2560.0
270,695,Dell,AMD Radeon R5 M430,545.67,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Inspiron 3567,2048.0
519,451,HP,Nvidia GeForce GTX 1050,1099.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,Omen 15-AX205na,2560.0
710,975,Lenovo,Intel HD Graphics 620,1760.0,FHD,Intel,Core i5,Ligero,2.6,Windows 10,8,Ultrabook,ThinkPad X270,1024.0
236,84,HP,Intel HD Graphics 620,860.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 440,1024.0
1194,277,Dell,AMD Radeon 520,735.07,FHD,Intel,Core i7,Medio,1.8,Linux,8,Notebook,Inspiron 3576,1024.0
1075,1055,Vero,Intel HD Graphics 400,210.8,WXGA,Intel,Atom X5,Ligero,1.44,Windows 10,2,Notebook,V142,32.0
498,1144,HP,Nvidia GeForce GTX 1060,1129.0,FHD,Intel,Core i5,Pesado,2.3,Windows 10,8,Gaming,Omen -,2560.0
135,513,Asus,Intel HD Graphics 620,1224.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ZenBook UX510UX-CN211T,3072.0
1241,307,Lenovo,Nvidia GeForce GTX 940M,649.0,IPS,Intel,Core i5,Pesado,2.5,Windows 10,6,Notebook,IdeaPad 320-17IKB,2048.0
67,945,HP,Intel HD Graphics 520,1579.0,FHD,Intel,Core i5,Ligero,2.3,Windows 10,4,Ultrabook,EliteBook 820,1000.0
964,562,Asus,Intel HD Graphics 500,224.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Linux,4,Notebook,A541NA-GO342,1000.0
39,374,Dell,AMD Radeon R7 M445,899.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Inspiron 5567,1024.0
703,158,HP,AMD Radeon 520,619.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,6,Notebook,15-BS103nv,1024.0
568,960,Dell,Intel HD Graphics,1472.2,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,Latitude 7280,1024.0
563,730,Lenovo,Intel HD Graphics 620,1499.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad T470s,1024.0
591,802,Lenovo,AMD Radeon R7 M460,959.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Convertible,Yoga 510-15IKB,1024.0
921,250,Dell,AMD Radeon 530,985.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Inspiron 5570,4608.0
481,71,Asus,Nvidia GeForce GTX 1050 Ti,949.0,FHD,Intel,Core i7,Pesado,2.8,Linux,12,Gaming,FX753VE-GC093,2048.0
1140,663,Toshiba,Intel HD Graphics 620,1064.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Tecra A50-D-11M,1000.0
249,483,Dell,Nvidia Quadro M1200,2408.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Workstation,Precision M5520,1024.0
510,135,Acer,Intel UHD Graphics 620,884.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Ultrabook,Swift 3,1024.0
455,1250,Dell,Intel HD Graphics 620,469.01,WXGA,Intel,Core i3,Medio,2.4,Windows 10,8,Notebook,Inspiron 3567,2048.0
767,977,Toshiba,Intel HD Graphics 620,1790.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Portege X20W-D-10V,2048.0
225,1127,Lenovo,Intel HD Graphics 520,429.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,V110-15ISK,512.0
963,773,Dell,Intel HD Graphics 520,849.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Latitude 3380,1000.0
208,1288,Lenovo,Intel HD Graphics 520,638.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,4,Convertible,Yoga 500-14ISK,512.0
150,58,Asus,Intel HD Graphics 620,586.19,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,VivoBook Max,1024.0
850,530,HP,Intel HD Graphics 520,689.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,ProBook 440,512.0
196,680,Lenovo,Intel HD Graphics 620,1034.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,Yoga 720-13IKB,1024.0
1031,981,HP,Intel HD Graphics 620,685.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,ProBook 450,1000.0
597,1179,MSI,Nvidia GeForce GTX 970M,1769.0,FHD,Intel,Core i7,Medio,2.6,Windows 10,16,Gaming,GS40 Phantom,3072.0
105,978,HP,Nvidia GeForce 930MX,846.5,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ProBook 450,2048.0
646,415,Lenovo,Intel HD Graphics 520,409.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,IdeaPad 320-15ISK,1000.0
843,887,Asus,Intel HD Graphics 505,398.99,WXGA,Intel,Pentium Quad Core,Medio,1.1,Linux,4,Notebook,X541NA-GO121,2048.0
303,380,Dell,Intel UHD Graphics 620,869.01,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Convertible,Inspiron 5379,1024.0
1,1085,Dell,Intel HD Graphics 520,481.98,WXGA,Intel,Core i3,Medio,2.3,Windows 10,4,Notebook,Latitude 3570,1000.0
815,1294,Dell,Intel HD Graphics 620,459.0,WXGA,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Inspiron 3567,2048.0
444,421,Asus,Intel HD Graphics 620,928.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,ZenBook Flip,1024.0
1149,505,Lenovo,Intel HD Graphics 620,949.0,FHD,Intel,Core i3,Ligero,2.4,Windows 10,8,Notebook,ThinkPad 13,1024.0
678,262,HP,Nvidia GeForce MX150,1059.0,FHD,Intel,Core i7,Pesado,1.8,Windows 10,16,Notebook,Envy 17-U275cl,2048.0
271,1150,Lenovo,AMD Radeon R7 M360,1099.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,16,Notebook,IdeaPad 500-15ISK,3072.0
607,746,MSI,Nvidia GeForce GTX 1060,2094.48,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GS63VR 7RF,3072.0
731,190,Dell,Nvidia GeForce GTX 1050,2397.0,4K,Intel,Core i7,Medio,2.8,Windows 10,16,Notebook,XPS 15,2048.0
642,296,Asus,Nvidia GeForce GTX 1050,1187.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,FX753VD-GC071T,2048.0
121,95,Dell,Nvidia GeForce GTX 1060,1195.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7577,1024.0
499,140,Asus,Nvidia GeForce GTX 1050,938.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,FX753VD-GC086T,2560.0
997,1301,Asus,Nvidia GeForce 920M,720.32,WXGA,Intel,Core i7,Medio,2.5,Windows 10,4,Notebook,X556UJ-XO044T,1000.0
1270,708,Dell,Nvidia GeForce GTX 1050,819.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 5577,2048.0
1301,674,Dell,Intel HD Graphics 620,955.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Latitude 3580,2048.0
344,1183,Dell,Nvidia GeForce GTX 1050 Ti,1498.0,4K,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Inspiron 7567,2560.0
748,647,Dell,Nvidia GeForce GTX 1050,2399.0,4K,Intel,Core i7,Medio,2.8,Windows 10,16,Notebook,XPS 15,4096.0
786,466,HP,Intel HD Graphics 520,639.9,IPS,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,17-BS092ND,1024.0
163,1208,Lenovo,Nvidia GeForce GTX 1050,819.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Gaming,Legion Y520-15IKBN,2048.0
187,469,Asus,Intel HD Graphics 620,749.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Pro P2540UA-AB51,2048.0
550,1275,Dell,Intel HD Graphics 520,490.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Vostro 3568,1000.0
696,147,HP,AMD Radeon R4 Graphics,369.0,WXGA,AMD,A6-Series,Medio,2.5,Windows 10,4,Notebook,255 G6,1024.0
1294,1210,HP,Intel HD Graphics 620,485.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,250 G6,1000.0
1113,67,Asus,Nvidia GeForce GTX 1050 Ti,1983.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Ultrabook,ZenBook Pro,2048.0
1186,856,HP,Intel HD Graphics 500,615.0,WXGA,Intel,Celeron Dual Core,Ligero,1.1,Chrome OS,4,Convertible,Chromebook X360,32.0
174,722,Dell,Intel HD Graphics 620,1426.66,FHD,Intel,Core i5,Medio,2.6,Windows 10,16,Notebook,Latitude 5580,2048.0
1195,1160,HP,Intel HD Graphics 520,1629.0,FHD,Intel,Core i5,Ligero,2.4,Windows 10,8,Convertible,Spectre Pro,1024.0
576,747,Acer,Intel HD Graphics 520,410.8,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Aspire ES1-572,1000.0
57,544,HP,Intel HD Graphics 405,398.99,FHD,Intel,Pentium Quad Core,Medio,1.6,Windows 10,4,Notebook,250 G6,1024.0
569,1029,Toshiba,Intel HD Graphics 520,1210.0,WXGA,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Portege A30-C-1CZ,1024.0
10,849,Asus,Nvidia GeForce GTX 1060,1799.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Rog GL702VM-GC017T,4096.0
1038,281,Dell,AMD Radeon 530,1099.0,FHD,Intel,Core i7,Pesado,1.8,Linux,8,Notebook,Inspiron 5770,2560.0
699,510,Lenovo,Intel HD Graphics 500,299.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,IdeaPad 320-14IAP,1000.0
458,1019,HP,Intel HD Graphics 520,1099.99,WXGA,Intel,Core i5,Ligero,2.4,Windows 10,4,Notebook,EliteBook 840,1024.0
244,336,MSI,Nvidia GeForce GTX 1050 Ti,1199.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,GL72M 7REX,3072.0
738,1300,HP,Intel HD Graphics 400,209.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Netbook,Stream 11-Y000na,32.0
37,1280,Dell,Intel HD Graphics 620,459.0,WXGA,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Inspiron 3567,2048.0
732,992,HP,Intel HD Graphics 620,579.0,WXGA,Intel,Core i7,Medio,2.7,Windows 10,6,Notebook,15-bs053od,2048.0
1173,144,Lenovo,AMD Radeon RX 550,1116.02,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ThinkPad E480,1024.0
113,727,HP,Nvidia GeForce 930MX,1200.0,FHD,Intel,Core i7,Pesado,2.7,Windows 10,8,Notebook,ProBook 470,1024.0
1146,433,Dell,AMD Radeon 530,1142.4,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Inspiron 5570,5120.0
1100,1110,Acer,Nvidia GeForce GTX 950M,799.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Aspire F5-573G,3072.0
407,470,Lenovo,AMD Radeon R7 M460,799.0,FHD,Intel,Core i7,Medio,2.7,No OS,8,Notebook,IdeaPad 510s-14IKB,2048.0
1256,1065,HP,Nvidia GeForce 940MX,979.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Noteb Pav,2048.0
269,1255,Dell,Intel HD Graphics 520,737.0,WXGA,Intel,Core i5,Medio,2.3,Windows 7,4,Notebook,Vostro 3559,1000.0
404,1281,Acer,Intel HD Graphics 400,289.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Linux,4,Notebook,Aspire ES1-531,1000.0
897,492,Lenovo,Intel UHD Graphics 620,1049.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ThinkPad E480,1024.0
436,459,HP,Intel HD Graphics 620,1534.0,FHD,Intel,Core i7,Medio,2.9,Windows 10,8,Workstation,ProBook 650,2048.0
717,292,Asus,Nvidia GeForce 940MX,977.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Ultrabook,VivoBook S15,1024.0
595,1268,Dell,Intel HD Graphics,324.0,WXGA,Intel,Pentium Quad Core,Medio,1.6,Linux,4,Notebook,Inspiron 3552,1000.0
276,1259,Asus,Intel HD Graphics 520,1280.0,FHD,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,ZenBook UX310UA-WB71,1024.0
812,444,Google,Intel HD Graphics 615,2199.0,IPS,Intel,Core i7,Ligero,1.3,Chrome OS,16,Ultrabook,Pixelbook,2048.0
497,346,Dell,Intel HD Graphics,274.9,WXGA,Intel,Celeron Dual Core,Medio,1.6,Linux,4,Notebook,Inspiron 3552,1000.0
85,531,Dell,AMD Radeon 530,889.0,FHD,Intel,Core i5,Pesado,1.6,Linux,8,Notebook,Inspiron 5770,2560.0
557,81,HP,Nvidia GeForce 930MX,977.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 470,2560.0
757,497,Lenovo,Nvidia GeForce 940MX,1011.99,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Thinkpad E570,1024.0
564,1223,Dell,AMD Radeon R7 M445,889.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Inspiron 5567,1024.0
895,1149,Acer,Nvidia GeForce 940MX,616.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Aspire E5-576G,2048.0
365,1039,HP,Intel HD Graphics 620,1559.0,WXGA,Intel,Core i5,Ligero,2.5,Windows 10,4,Ultrabook,Elitebook 820,1024.0
769,1102,Lenovo,Intel HD Graphics 520,1199.0,FHD,Intel,Core i5,Medio,2.3,Windows 7,8,Notebook,ThinkPad T460,720.0
324,97,Acer,Intel UHD Graphics 620,847.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Convertible,Spin 5,1024.0
844,821,Samsung,Intel HD Graphics 620,1499.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,Notebook 9,1024.0
924,664,Dell,AMD Radeon 530,919.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Inspiron 5570,1024.0
221,151,MSI,Nvidia GeForce GTX 1070,2029.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,GE72MVR 7RG,3072.0
348,211,Dell,Intel UHD Graphics 620,1949.0,4K,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,XPS 13,1024.0
229,1045,Acer,AMD Radeon R5,409.0,WXGA,AMD,A9-Series,Medio,3.0,Windows 10,6,Notebook,Aspire 3,2048.0
168,713,Dell,Intel HD Graphics 620,795.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 5568,1024.0
74,4,Apple,AMD Radeon Pro 455,2537.45,IPS,Intel,Core i7,Medio,2.7,macOS,16,Ultrabook,MacBook Pro,2048.0
405,1119,Lenovo,Nvidia GeForce GTX 1050 Ti,1199.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Legion Y520-15IKBN,2048.0
760,299,Lenovo,Intel UHD Graphics 620,739.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,V330-15IKB,1024.0
941,183,HP,Intel UHD Graphics 620,1499.0,4K,Intel,Core i5,Ligero,1.6,Windows 10,8,Convertible,Spectre x360,1024.0
868,693,Dell,Nvidia GeForce GTX 1070,2813.75,FHD,Intel,Core i7,Pesado,2.9,Windows 10,16,Gaming,Alienware 15,3072.0
65,818,Lenovo,Nvidia GeForce 920M,609.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,IdeaPad 310-15IKB,2048.0
314,1277,MSI,Nvidia GeForce GTX 960M,1229.0,FHD,Intel,Core i7,Medio,2.6,Windows 10,8,Gaming,GE62 Apache,2560.0
1034,699,Lenovo,Intel HD Graphics 620,699.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,IdeaPad 520s-14IKB,1024.0
1114,171,Dell,Nvidia GeForce GTX 1050,1060.49,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Inspiron 5577,2560.0
1175,556,Lenovo,Intel HD Graphics 620,1729.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ThinkPad T570,2048.0
321,205,Lenovo,Intel HD Graphics 520,493.0,WXGA,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,V110-15ISK,512.0
467,1058,HP,Intel HD Graphics 520,1000.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,EliteBook 840,1000.0
1022,316,Dell,Intel UHD Graphics 620,2499.0,4K,Intel,Core i7,Ligero,1.8,Windows 10,16,Ultrabook,XPS 13,4096.0
629,288,Lenovo,Intel HD Graphics 620,579.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,6,Notebook,Ideapad 320-15IKBN,1024.0
433,769,Lenovo,Nvidia GeForce GTX 1050,1048.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,Legion Y520-15IKBN,2560.0
1169,1317,Lenovo,Intel HD Graphics 520,1499.0,IPS,Intel,Core i7,Ligero,2.5,Windows 10,16,Convertible,Yoga 900-13ISK,2048.0
741,1244,Dell,Intel HD Graphics 620,1477.0,IPS,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,XPS 13,1024.0
131,92,Asus,AMD Radeon RX 560,699.0,FHD,AMD,FX 9830,Medio,3.0,Windows 10,8,Gaming,FX550IK-DM018T,2048.0
1035,150,Asus,Intel HD Graphics 500,344.0,FHD,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,X541NA,2048.0
1130,980,Dell,Intel HD Graphics 620,825.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Latitude 5580,1000.0
787,1107,Asus,Nvidia GeForce GTX 1060,1599.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Rog GL702VM-GC354T,3072.0
1092,551,Asus,AMD Radeon R2 Graphics,349.0,WXGA,AMD,E-Series,Medio,1.8,Windows 10,4,Notebook,VivoBook X540YA-XX519T,1000.0
1058,976,Acer,Nvidia GeForce GTX 950M,1009.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,12,Notebook,Aspire F5-573G-510L,2560.0
1132,1305,HP,AMD Radeon R5 M330,764.0,WXGA,Intel,Core i7,Medio,2.5,Windows 10,6,Notebook,15-AC110nv,2048.0
335,1265,Asus,Nvidia GeForce GTX 1070,2325.0,FHD,Intel,Core i7,Medio,2.6,Windows 10,16,Gaming,Rog GL502VS,3072.0
847,326,Lenovo,Nvidia GeForce 920MX,589.0,IPS,Intel,Core i5,Pesado,2.5,Windows 10,4,Notebook,IdeaPad 320-17IKB,2048.0
999,391,Lenovo,Intel HD Graphics 620,2282.0,QHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Thinkpad X1,2048.0
1275,774,Acer,Intel HD Graphics 520,655.0,WXGA,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,TravelMate P238-M,512.0
1079,464,Microsoft,Intel HD Graphics 615,989.0,IPS,Intel,Core M M3,Ligero,2.2,Windows 10 S,4,Ultrabook,Surface Laptop,512.0
3,891,HP,Intel HD Graphics 620,1700.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,4,Convertible,EliteBook x360,1024.0
107,944,Lenovo,Intel HD Graphics 505,309.0,WXGA,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,IdeaPad 320-15IAP,2048.0
119,602,Lenovo,Intel HD Graphics 520,459.0,WXGA,Intel,Core i3,Medio,2.3,Windows 10,8,Notebook,IdeaPad 110-15ISK,2048.0
393,1180,HP,Nvidia GeForce GTX 1050,899.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Pavilion 15-cb003nv,2048.0
1120,1311,Lenovo,Nvidia GeForce GTX 960M,899.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,8,Notebook,IdeaPad Y700-15ISK,2048.0
58,185,Dell,Intel UHD Graphics 620,1399.0,FHD,Intel,Core i5,Ligero,1.6,Windows 10,8,Ultrabook,XPS 13,1024.0
594,275,Apple,Intel Iris Graphics 550,1958.9,IPS,Intel,Core i5,Ligero,2.9,macOS,8,Ultrabook,MacBook Pro,2048.0
864,519,Dell,Intel HD Graphics 620,836.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 5568,2048.0
11,645,Lenovo,Intel HD Graphics 400,249.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Notebook,IdeaPad 100S-14IBR,32.0
274,1017,HP,Intel HD Graphics 620,779.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Probook 440,1000.0
442,1080,Dell,Intel HD Graphics 620,1458.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,XPS 13,1024.0
